,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.0,47.0,0.0,1.0,3.0,0.0
aztec.csv,0.0,9.0,14.0,1.0,3.0,5.0
mplayer-ce.csv,0.0,16.0,0.0,8.0,4.0,0.0
qmmp.csv,0.0,25.0,0.0,0.0,3.0,0.0
synergyspace.csv,0.0,17.0,0.0,0.0,2.0,0.0
xtreemfs.csv,0.0,37.0,4.0,2.0,4.0,0.0
