,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.41,1.0,0.62,0.74,0.36,0.65
aztec.csv,0.48,0.3,0.9,0.91,0.31,0.84
mplayer-ce.csv,0.84,0.75,0.56,0.6,0.6,0.55
qmmp.csv,0.89,0.66,0.73,0.39,0.7,0.92
synergyspace.csv,0.82,0.92,0.48,0.83,0.87,0.67
xtreemfs.csv,1.0,0.66,0.55,0.6,0.31,1.0
