,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.66,0.96,0.53,0.68,0.43,1.0,1.0,0.8,0.21,0.33,0.1,0.36,0.0,0.8,0.0
cme.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
hydrate.csv,1.0,1.0,0.61,0.0,0.45,0.0,0.5,0.1,0.75,0.57,0.18,0.73,0.25,0.94,0.08
ivef-sdk.csv,0.64,0.94,0.45,0.67,0.36,1.0,0.49,0.0,0.27,0.47,0.19,0.38,0.02,1.0,0.14
jmri.csv,0.63,0.88,0.99,0.27,0.33,0.66,0.45,0.48,0.35,0.54,0.2,0.6,0.05,0.56,0.11
jython.csv,0.63,0.89,0.46,0.67,0.33,0.95,0.51,1.0,0.28,0.55,0.2,0.56,0.07,0.64,0.12
kdenlive.csv,1.0,0.9,0.5,0.38,0.23,0.26,0.33,0.43,0.33,0.5,0.15,0.62,0.2,0.72,0.14
ninject.csv,1.0,1.0,0.52,0.0,0.17,0.0,0.5,0.56,0.5,0.67,0.64,0.6,1.0,0.71,0.0
ondex.csv,0.7,0.85,0.46,0.0,0.2,0.4,0.17,0.5,0.42,0.54,1.0,0.47,0.0,0.65,0.0
opentibia.csv,0.67,0.99,0.52,0.6,0.28,0.63,0.64,0.13,0.28,0.5,0.17,0.75,0.21,0.69,0.16
projectfactory.csv,0.84,0.83,0.43,0.75,0.31,0.43,0.17,0.17,0.5,1.0,0.34,0.54,0.2,0.79,0.17
taverna.csv,0.87,0.94,0.44,0.42,1.0,0.33,0.2,0.33,0.38,0.38,0.16,0.73,0.14,1.0,0.11
tigermud.csv,0.68,0.87,0.44,0.64,0.35,0.97,0.54,0.11,0.22,0.36,0.17,0.94,0.09,0.69,0.08
unbvision.csv,0.88,0.88,0.55,0.2,0.4,0.17,0.43,0.33,1.0,0.54,0.25,0.53,0.18,0.79,0.04
x-ray-mule.csv,0.54,0.9,0.33,1.0,0.38,1.0,0.62,0.33,0.16,0.46,0.2,0.56,0.06,0.62,1.0
