,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.48,0.42,0.3,0.75,0.4,0.54,1.0,0.3,0.27,0.05,0.1,0.17,0.0,0.21,0.0
cme.csv,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,1.0
hydrate.csv,0.11,0.18,0.39,0.0,0.41,0.0,0.06,0.17,0.18,0.17,0.27,0.35,0.31,0.96,0.11
ivef-sdk.csv,0.7,0.74,0.46,0.8,0.48,1.0,0.54,0.0,0.4,0.44,0.26,0.24,0.04,0.06,0.24
jmri.csv,0.5,0.65,0.98,0.15,0.43,0.52,0.51,0.55,0.43,0.43,0.29,0.6,0.08,0.5,0.2
jython.csv,0.46,0.65,0.47,0.73,0.44,0.91,0.54,0.98,0.4,0.56,0.32,0.59,0.12,0.51,0.22
kdenlive.csv,1.0,0.75,0.51,0.33,0.23,0.19,0.24,0.58,0.43,0.52,0.23,0.61,0.3,0.78,0.25
ninject.csv,0.08,0.02,0.3,0.0,0.06,0.0,0.11,0.5,0.06,0.25,0.32,0.27,0.89,0.48,0.0
ondex.csv,0.31,0.33,0.38,0.0,0.11,0.1,0.09,0.59,0.37,0.43,0.98,0.31,0.0,0.54,0.0
opentibia.csv,0.76,0.99,0.47,0.75,0.32,0.28,0.72,0.23,0.43,0.42,0.29,0.55,0.32,0.77,0.28
projectfactory.csv,0.36,0.21,0.22,0.32,0.2,0.08,0.05,0.21,0.21,0.97,0.34,0.29,0.2,0.58,0.28
taverna.csv,0.3,0.34,0.27,0.24,1.0,0.05,0.05,0.24,0.16,0.13,0.12,0.35,0.17,0.22,0.17
tigermud.csv,0.7,0.79,0.54,0.77,0.5,0.9,0.69,0.19,0.34,0.3,0.28,0.96,0.16,0.71,0.13
unbvision.csv,0.54,0.39,0.45,0.1,0.22,0.09,0.15,0.4,0.97,0.43,0.37,0.32,0.25,0.67,0.07
x-ray-mule.csv,0.29,0.35,0.2,0.98,0.39,0.06,0.54,0.14,0.22,0.52,0.23,0.23,0.11,0.24,0.57
