,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.7,0.82,1.0,0.68,0.89,0.89,0.7,1.0,0.98,0.0,0.89,0.77,1.0,0.92,0.63,1.18,0.82
botsnscouts.csv,0.94,0.66,0.94,0.92,0.82,0.68,0.0,0.81,0.93,0.75,0.8,0.85,0.65,0.73,0.75,0.96,0.9
cities3d.csv,0.77,0.77,0.78,0.0,0.58,0.83,0.8,0.79,1.08,0.74,0.74,0.73,1.0,0.8,0.62,1.17,0.89
dynalloy.csv,0.0,0.95,0.9,0.93,0.75,0.89,0.86,0.99,0.07,0.75,0.97,0.97,0.85,0.92,0.8,0.59,0.98
electric-core.csv,0.76,0.05,0.51,0.63,0.86,0.79,0.76,1.01,0.51,0.83,0.91,0.58,0.92,0.74,0.75,1.11,0.94
findbugs.csv,0.59,0.42,0.83,0.61,0.44,0.58,0.47,0.66,1.05,0.41,0.63,1.0,0.64,0.9,0.0,0.97,0.67
img-browse-sort.csv,0.56,0.59,1.03,0.52,0.45,0.5,0.57,0.49,0.85,0.83,0.47,0.68,0.0,0.68,0.57,0.3,0.91
jparsec.csv,0.71,0.99,0.87,0.96,0.88,0.76,0.66,0.96,1.0,0.7,1.0,0.04,0.82,1.0,0.87,0.9,0.7
moast.csv,0.85,0.96,1.0,0.87,1.0,0.47,0.79,0.59,0.99,1.0,0.77,0.83,0.77,0.97,0.82,0.0,1.0
mptvseries.csv,0.57,0.47,0.69,0.78,0.0,0.6,0.6,0.9,0.76,0.79,0.69,1.0,0.78,0.66,0.48,0.48,0.77
mvnforum.csv,0.7,0.93,0.75,0.97,0.95,0.02,0.86,0.62,0.76,0.94,0.65,0.68,1.01,0.84,0.71,1.01,0.81
nosleepsoftware.csv,0.98,0.59,0.12,0.65,0.94,0.91,0.82,0.74,0.83,0.88,0.91,0.78,1.02,0.73,0.82,1.09,0.82
ogre.csv,1.0,0.99,1.0,0.99,0.87,0.98,1.0,1.0,0.0,1.0,1.0,1.0,1.01,1.0,0.98,0.97,1.01
openfrag.csv,0.62,0.68,0.83,0.66,0.63,0.8,0.67,0.54,1.11,0.59,0.06,0.99,0.86,0.69,0.92,0.66,0.44
qdvdauthor.csv,0.75,0.71,0.94,0.86,0.56,0.48,0.7,0.53,0.77,0.85,0.6,0.73,0.64,0.0,1.0,0.59,0.65
sumatrapdf.csv,0.61,0.62,0.94,0.51,0.42,0.65,0.66,0.0,1.15,0.47,0.48,1.0,0.64,0.61,0.62,0.48,0.58
zxing.csv,0.83,0.54,0.77,0.72,0.48,0.82,0.66,1.0,0.85,0.59,0.77,0.81,0.88,0.45,0.89,1.01,0.0
