,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.42,0.25,0.0,0.29,0.19,0.19,0.43,0.0,0.04,1.0,0.19,0.38,0.0,0.17,0.47,0.11,0.3
botsnscouts.csv,0.11,0.35,0.11,0.11,0.27,0.41,1.0,0.32,0.35,0.38,0.33,0.23,0.39,0.43,0.36,0.12,0.19
cities3d.csv,0.36,0.25,0.27,1.0,0.53,0.23,0.36,0.31,0.74,0.24,0.48,0.41,0.0,0.52,0.47,0.51,0.21
dynalloy.csv,1.0,0.35,0.41,0.16,0.58,0.46,0.63,0.48,0.96,0.36,0.69,0.57,0.35,0.7,0.53,0.96,0.71
electric-core.csv,0.39,0.97,0.57,0.18,0.44,0.28,0.47,0.33,0.94,0.19,0.47,0.51,0.2,0.55,0.37,0.17,0.53
findbugs.csv,0.5,0.5,0.43,0.21,0.65,0.47,0.68,0.43,0.8,0.48,0.53,0.5,0.38,0.76,1.0,0.61,0.51
img-browse-sort.csv,0.51,0.37,0.0,0.23,0.63,0.53,0.56,0.59,0.48,0.18,0.67,0.5,1.0,0.52,0.52,0.85,0.16
jparsec.csv,0.46,0.35,0.38,0.15,0.54,0.44,0.67,0.54,0.95,0.36,0.71,0.98,0.38,0.81,0.5,0.24,0.76
moast.csv,0.26,0.07,0.0,0.13,0.0,0.57,0.33,0.53,0.02,0.0,0.36,0.26,0.33,0.05,0.28,1.0,0.0
mptvseries.csv,0.52,0.5,0.4,0.18,1.0,0.45,0.54,0.44,0.6,0.21,0.46,0.57,0.29,0.54,0.59,0.74,0.38
mvnforum.csv,0.39,0.1,0.29,0.04,0.09,0.97,0.24,0.51,0.38,0.1,0.52,0.51,0.0,0.33,0.43,0.0,0.32
nosleepsoftware.csv,0.03,0.41,0.93,0.2,0.13,0.14,0.29,0.35,0.5,0.18,0.17,0.33,0.0,0.43,0.27,0.07,0.35
ogre.csv,0.53,0.35,0.41,0.16,0.58,0.46,0.65,0.53,1.0,0.32,0.71,0.57,0.35,0.8,0.56,0.94,0.81
openfrag.csv,0.57,0.39,0.25,0.19,0.59,0.46,0.65,0.56,0.68,0.39,0.96,0.57,0.39,0.84,0.52,0.96,0.85
qdvdauthor.csv,0.35,0.3,0.15,0.09,0.6,0.53,0.43,0.56,0.58,0.18,0.67,0.42,0.37,1.0,0.15,0.58,0.52
sumatrapdf.csv,0.54,0.38,0.12,0.24,0.68,0.47,0.67,1.0,0.59,0.44,0.74,0.57,0.49,0.72,0.58,0.96,0.65
zxing.csv,0.33,0.44,0.37,0.16,0.6,0.27,0.48,0.0,0.47,0.39,0.5,0.29,0.19,0.78,0.29,0.39,1.0
