,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.49,0.21,0.0,0.37,0.13,0.13,0.37,0.0,0.02,1.0,0.13,0.43,0.0,0.12,0.44,0.08,0.21
botsnscouts.csv,0.1,0.42,0.07,0.1,0.25,0.38,1.0,0.23,0.25,0.29,0.25,0.19,0.58,0.34,0.39,0.09,0.13
cities3d.csv,0.42,0.3,0.29,1.0,0.61,0.25,0.34,0.33,0.0,0.41,0.45,0.45,0.0,0.44,0.47,0.0,0.14
dynalloy.csv,1.0,0.21,0.37,0.27,0.6,0.37,0.44,0.09,0.94,0.29,0.17,0.13,0.47,0.35,0.53,0.78,0.22
electric-core.csv,0.47,0.96,0.83,0.59,0.47,0.36,0.47,0.3,0.77,0.34,0.42,0.54,0.32,0.48,0.42,0.12,0.38
findbugs.csv,0.58,0.74,0.49,0.71,0.75,0.63,0.68,0.5,0.0,0.73,0.48,0.05,0.54,0.37,1.0,0.35,0.41
img-browse-sort.csv,0.55,0.54,0.0,0.63,0.62,0.59,0.49,0.59,0.34,0.29,0.6,0.57,1.0,0.44,0.53,0.77,0.11
jparsec.csv,0.56,0.05,0.43,0.17,0.41,0.57,0.65,0.17,0.0,0.64,0.0,0.97,0.5,0.0,0.44,0.17,0.6
moast.csv,0.18,0.05,0.0,0.17,0.0,0.6,0.26,0.47,0.01,0.0,0.27,0.21,0.27,0.02,0.21,1.0,0.0
mptvseries.csv,0.5,0.6,0.36,0.56,1.0,0.6,0.46,0.41,0.44,0.34,0.37,0.0,0.27,0.45,0.6,0.63,0.29
mvnforum.csv,0.39,0.09,0.35,0.04,0.06,1.0,0.18,0.44,0.28,0.07,0.47,0.58,0.0,0.25,0.34,0.0,0.24
nosleepsoftware.csv,0.02,0.49,0.9,0.45,0.13,0.13,0.23,0.33,0.36,0.15,0.13,0.26,0.0,0.34,0.25,0.05,0.27
ogre.csv,0.0,0.05,0.0,0.05,0.43,0.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.0
openfrag.csv,0.68,0.64,0.39,0.66,0.68,0.53,0.64,0.67,0.0,0.69,0.95,0.05,0.46,0.68,0.32,0.72,0.77
qdvdauthor.csv,0.31,0.49,0.22,0.22,0.7,0.67,0.37,0.66,0.43,0.34,0.64,0.48,0.49,1.0,0.16,0.46,0.41
sumatrapdf.csv,0.64,0.64,0.14,0.73,0.78,0.65,0.65,1.0,0.0,0.71,0.73,0.0,0.71,0.64,0.67,0.84,0.56
zxing.csv,0.4,0.54,0.55,0.59,0.67,0.36,0.42,0.0,0.34,0.69,0.47,0.26,0.26,0.72,0.34,0.27,1.0
