,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,0.44,0.54,0.5,0.65,0.38,0.36,0.61,0.6,0.48,0.37,0.45,0.48,0.4
bibletime.csv,0.44,0.47,0.47,0.45,0.39,0.39,0.42,0.5,0.42,0.44,0.37,0.52,0.39
boost.csv,0.49,0.49,0.48,0.53,0.4,0.43,0.45,0.7,0.45,0.42,0.47,0.52,0.39
codepurge.csv,0.73,0.94,0.94,0.83,0.92,0.58,0.89,0.96,0.7,0.75,0.92,0.96,0.91
etics.csv,0.67,0.4,0.43,0.44,0.55,0.35,0.47,0.51,0.48,0.38,0.42,0.96,0.38
gusanos.csv,0.45,0.46,0.4,0.41,0.41,0.43,0.38,0.43,0.4,0.35,0.35,0.43,0.4
kvs.csv,0.82,0.7,0.94,0.67,0.8,0.57,0.83,0.96,0.67,0.48,0.92,0.83,0.89
mcore3d.csv,0.54,0.53,0.45,0.37,0.49,0.41,0.45,0.5,0.48,0.41,0.36,0.58,0.41
modellus.csv,0.64,0.77,0.62,0.58,0.8,0.7,0.48,0.84,0.92,0.65,0.51,0.92,0.93
monetdb.csv,0.57,0.6,0.7,0.7,0.68,0.6,0.54,0.61,0.57,0.51,0.55,0.8,0.79
projecteqemu.csv,0.7,0.66,0.82,0.6,0.86,0.6,0.75,0.71,0.69,0.57,0.48,0.83,0.65
pydev.csv,0.75,0.97,0.97,0.98,0.68,0.77,0.54,0.83,0.96,0.5,0.6,0.94,0.92
xbplayer.csv,0.78,0.85,0.62,0.63,0.74,0.91,0.67,0.75,0.43,0.57,0.61,0.64,0.86
