,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.45,0.41,0.51,0.5,0.54,0.74
ingex.csv,0.49,0.57,0.42,0.61,0.64,0.41
jgnash.csv,0.67,0.63,0.64,0.39,0.64,0.52
mp-rechnungs-und-kundenverwaltung.csv,0.4,0.32,0.23,0.68,0.58,0.31
openefm.csv,0.74,0.61,0.54,0.33,0.51,0.6
yarp0.csv,0.56,0.1,0.71,0.58,0.62,0.43
