,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.8,0.95,0.83,0.77,0.78,0.45,0.37,0.56,0.7,0.88,0.9,0.87,0.84,0.81,0.91,0.54,0.99
blue-c.csv,0.89,0.83,0.82,0.27,0.61,0.55,0.95,1.0,0.94,0.36,0.84,0.79,0.81,0.71,0.63,0.74,0.54
factor.csv,0.9,0.82,0.88,0.87,0.81,0.98,1.0,0.77,1.0,0.69,0.94,0.94,1.0,0.97,0.89,0.77,0.18
fltk.csv,0.86,0.39,0.61,0.4,0.82,0.58,0.89,0.95,0.94,0.49,0.5,0.87,0.91,0.44,0.65,0.65,0.36
free-evolution.csv,0.58,0.76,0.9,0.77,0.65,0.62,0.48,0.68,0.97,0.95,0.48,0.72,0.54,0.78,0.51,0.71,1.01
icescrum.csv,0.63,0.7,0.9,0.6,0.81,0.49,0.55,0.4,0.75,0.82,0.57,0.64,1.03,0.44,0.64,0.22,0.52
jbasic.csv,0.86,0.88,1.0,1.0,0.84,0.42,0.93,0.87,0.74,1.0,0.95,0.91,1.0,1.0,0.67,0.85,1.02
kvs.csv,0.35,0.82,0.77,1.0,0.53,0.89,0.48,0.93,0.7,0.78,0.63,0.79,0.67,0.61,0.95,0.54,1.09
monetdb.csv,0.95,0.95,0.88,0.9,1.0,0.86,0.97,0.87,0.96,0.81,0.44,0.83,0.55,0.54,0.73,0.77,0.54
phet.csv,0.95,0.91,0.44,1.08,0.96,0.88,0.78,0.93,0.7,1.06,0.94,0.84,1.03,1.03,0.9,0.86,0.9
projecteqemu.csv,0.9,0.6,0.91,0.53,1.0,0.48,0.59,0.63,0.89,0.44,0.52,0.93,1.0,0.38,0.62,0.46,0.96
repositorium.csv,0.9,0.85,0.81,0.98,0.88,1.01,1.0,1.0,1.0,0.87,0.89,0.79,0.33,0.87,0.75,0.89,0.94
smarttag.csv,0.95,0.61,0.76,0.51,0.65,0.95,0.73,0.46,0.94,0.97,0.73,1.0,0.82,0.72,0.86,0.72,0.62
sumatrapdf.csv,0.88,0.84,0.82,1.0,0.89,0.91,0.97,1.0,0.92,0.29,0.91,0.71,0.92,0.91,0.71,0.86,0.74
voms.csv,0.85,0.69,0.91,0.83,0.2,0.84,1.05,0.69,0.9,0.43,0.51,0.81,0.64,0.44,0.73,0.48,0.92
vrjuggler.csv,0.65,0.6,0.84,0.87,0.81,0.86,0.68,0.79,0.59,0.91,0.81,0.82,0.75,0.78,0.69,0.67,0.84
wheat.csv,0.71,0.79,0.73,0.44,0.98,0.7,0.6,0.69,0.73,0.78,0.65,0.46,0.91,0.68,0.59,0.59,0.69
