,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.64,1.0,0.83,1.0,0.96,0.63,1.0,0.77,0.14,0.87,0.83,0.86,0.76,0.5,0.86,0.93,0.86,1.0,0.97,0.97
bzbyte.csv,1.0,0.94,0.0,1.0,0.04,0.0,1.0,0.0,0.0,0.9,1.0,0.43,0.0,0.0,1.0,1.0,0.75,1.0,1.0,0.26
carabiner.csv,0.73,0.71,0.83,0.5,0.32,0.23,0.94,0.21,0.14,0.27,0.5,0.4,0.72,0.35,0.71,0.87,0.68,0.95,0.26,0.43
chipster.csv,0.55,0.31,0.64,0.53,0.28,0.4,0.76,0.46,0.14,0.49,0.17,0.54,0.0,0.65,0.29,0.07,0.11,0.23,0.14,0.46
continuum-ide.csv,1.0,0.23,0.3,0.27,0.4,0.5,0.76,0.2,0.1,0.41,0.17,0.29,0.07,0.82,0.29,0.8,0.23,0.09,0.11,0.2
ctrlr.csv,0.27,0.26,0.35,0.14,0.2,0.1,0.0,0.5,0.76,0.52,0.5,0.14,0.14,0.03,0.29,0.13,0.68,0.18,0.51,0.2
galaxium.csv,0.55,0.77,0.8,0.48,0.88,0.8,0.59,0.62,0.1,0.96,0.33,0.77,0.69,0.59,0.71,0.13,0.63,0.45,0.66,0.66
ingex.csv,0.27,0.8,0.74,0.73,0.76,0.93,0.47,0.7,0.0,0.62,0.33,0.71,0.55,0.47,0.86,0.87,0.51,0.32,0.37,0.4
itext.csv,0.64,0.6,0.91,0.53,0.84,0.67,0.88,0.75,0.29,0.91,0.5,0.74,0.72,0.76,1.0,1.0,0.84,0.59,0.37,0.77
jgnash.csv,0.55,0.31,0.42,0.66,0.6,0.53,0.88,0.34,0.38,0.53,0.83,0.86,0.62,0.56,0.43,0.93,0.74,0.23,0.37,0.66
jppf-project.csv,0.64,0.74,0.74,0.72,0.64,0.93,0.24,0.91,0.81,0.76,0.83,0.89,0.52,0.56,0.71,0.4,0.47,1.0,0.74,0.6
jsr308-langtools.csv,1.0,0.86,0.79,0.97,0.88,0.9,0.94,0.0,0.14,0.77,1.0,0.77,0.31,0.71,0.86,1.0,0.74,0.91,0.49,0.71
lite.csv,0.27,0.31,0.26,0.06,0.24,0.37,0.18,0.32,0.0,0.28,0.0,0.23,0.31,0.12,0.57,0.73,0.4,0.14,0.09,0.09
octet.csv,0.73,0.37,0.79,0.8,0.6,0.83,1.0,0.46,0.67,0.59,0.17,0.8,0.66,0.94,0.86,0.87,0.28,0.64,0.31,0.29
owfs.csv,0.64,0.91,0.7,0.81,0.72,0.93,1.0,0.98,0.86,1.0,0.83,0.8,0.72,0.91,1.0,0.87,0.6,0.82,0.49,0.86
sidekar.csv,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
stemkit.csv,0.18,0.37,0.2,0.53,0.36,0.47,0.24,0.27,0.24,0.21,0.83,0.14,0.28,0.44,0.0,0.07,0.09,0.27,0.51,0.29
ta3d.csv,0.09,0.29,0.5,0.42,0.36,0.73,0.35,0.68,0.14,0.41,0.83,0.34,0.0,0.41,0.43,0.2,0.16,0.23,0.23,0.57
tigermud.csv,0.36,0.49,0.44,0.06,0.4,0.33,0.94,0.18,0.48,0.43,0.17,0.6,0.24,0.71,0.86,0.8,0.96,0.86,0.66,0.17
utgb.csv,0.27,0.74,0.35,0.3,0.4,0.13,0.0,0.3,0.0,0.18,0.33,0.14,0.59,0.12,0.0,0.07,0.04,0.27,0.2,0.51
