,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.44,0.35,0.0,0.0,0.32,0.56,0.27,0.17,0.37,0.32,0.8,0.26,0.28,0.56
dvt.csv,0.68,0.5,0.41,0.1,0.47,0.33,0.92,0.0,0.53,0.76,0.4,0.47,0.36,0.87
flylinkdc.csv,0.2,0.65,0.97,0.85,0.62,0.82,0.27,0.86,0.66,0.41,0.4,0.95,1.0,0.65
fulguro.csv,0.01,0.82,0.61,0.49,0.57,0.47,0.05,0.9,0.42,0.32,1.0,0.26,0.68,0.29
gnome-jabber.csv,0.59,0.57,0.42,0.72,0.42,0.54,0.32,0.79,0.42,0.59,0.2,0.21,1.0,0.53
ipfire-wall.csv,0.17,0.48,0.45,0.74,0.37,0.21,0.08,0.76,0.46,0.27,0.0,0.47,0.48,0.24
jruby.csv,0.94,0.82,1.0,1.0,0.23,0.52,0.16,0.59,0.03,0.11,1.0,0.53,0.92,0.08
ldview.csv,0.98,0.72,1.0,0.95,0.95,0.95,0.22,0.62,0.15,0.92,0.6,0.53,0.96,0.65
maidsafe-dht.csv,0.18,0.2,0.13,0.59,0.2,0.24,0.03,0.66,0.37,0.38,0.0,0.53,0.44,0.1
nuttx.csv,0.21,0.25,0.03,0.54,0.1,0.16,0.3,0.17,0.12,0.51,0.0,0.26,0.28,0.16
oorexx.csv,0.59,0.38,0.33,0.23,0.45,0.25,0.49,0.14,0.17,0.73,0.2,0.37,0.4,0.48
red5.csv,0.74,0.92,0.49,0.46,0.72,0.93,0.95,0.38,0.85,0.78,1.0,0.74,0.6,0.99
vdsf.csv,0.81,0.78,0.13,0.95,0.85,0.79,0.59,1.0,0.81,0.89,1.0,0.89,0.88,0.86
xbrlapi.csv,0.11,0.38,0.0,0.0,0.18,0.13,0.19,0.72,0.05,0.16,0.0,0.0,0.36,0.29
