,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,5.0,0.0,1261.0,222.0,19.0,21.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0
dvt.csv,2.0,0.0,83.0,0.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0
flylinkdc.csv,1.0,0.0,5.0,0.0,5.0,21.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0
fulguro.csv,135.0,0.0,3.0,0.0,5.0,20.0,2.0,0.0,2.0,4.0,3.0,0.0,1.0,4.0
gnome-jabber.csv,26.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,13.0
ipfire-wall.csv,3.0,1.0,2.0,0.0,5.0,5.0,57.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
jruby.csv,6.0,0.0,5.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0
ldview.csv,6.0,0.0,5.0,0.0,8.0,21.0,0.0,0.0,2.0,7.0,3.0,1.0,1.0,1.0
maidsafe-dht.csv,6.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
nuttx.csv,0.0,1.0,5.0,0.0,3.0,2.0,6.0,2.0,0.0,15.0,0.0,1.0,0.0,7.0
oorexx.csv,7.0,1.0,90.0,0.0,9.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,8.0
red5.csv,3.0,0.0,182.0,0.0,5.0,21.0,0.0,0.0,1.0,5.0,3.0,0.0,2.0,2.0
vdsf.csv,6.0,0.0,4.0,0.0,8.0,21.0,0.0,0.0,2.0,7.0,3.0,0.0,1.0,1.0
xbrlapi.csv,0.0,0.0,1261.0,0.0,11.0,0.0,1.0,0.0,0.0,1.0,96.0,0.0,0.0,1.0
