,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.38,0.51,0.0,0.0,0.09,0.35,0.37,0.11,0.8,0.25,0.42,0.2,0.17,0.59
dvt.csv,0.63,0.44,0.48,0.15,0.45,0.67,0.29,0.11,0.71,0.54,0.66,0.47,0.32,0.38
flylinkdc.csv,0.7,0.62,0.13,0.43,0.69,0.48,0.42,0.4,0.41,0.73,0.41,0.21,0.0,0.6
fulguro.csv,0.0,0.5,0.44,0.45,0.54,0.32,0.06,0.34,0.41,0.37,0.0,0.43,0.45,0.65
gnome-jabber.csv,0.58,0.58,0.39,0.53,0.74,0.66,0.51,0.47,0.45,0.56,0.68,0.26,0.0,0.53
ipfire-wall.csv,0.43,0.52,0.63,0.4,0.69,0.3,0.0,0.56,0.27,0.72,0.16,0.58,0.28,0.31
jruby.csv,0.24,0.44,0.0,0.0,0.54,0.4,0.06,0.55,0.06,0.32,0.0,0.62,0.3,0.21
ldview.csv,0.09,0.56,0.0,0.21,0.21,0.2,0.72,0.56,0.12,0.3,0.62,0.45,0.17,0.69
maidsafe-dht.csv,0.4,0.17,0.53,0.37,0.73,0.28,0.28,0.52,0.22,0.78,0.16,0.42,0.66,0.21
nuttx.csv,0.58,0.3,0.1,0.63,0.34,0.22,0.47,0.17,0.38,0.35,0.27,0.25,0.48,0.11
oorexx.csv,0.6,0.27,0.39,0.21,0.67,0.33,0.63,0.09,0.28,0.54,0.52,0.32,0.67,0.54
red5.csv,0.62,0.3,0.44,0.64,0.58,0.27,0.2,0.7,0.46,0.52,0.0,0.48,0.62,0.05
vdsf.csv,0.48,0.55,0.41,0.19,0.44,0.51,0.62,0.0,0.48,0.38,0.0,0.37,0.39,0.45
xbrlapi.csv,0.17,0.66,0.0,0.05,0.09,0.28,0.28,0.5,0.12,0.54,0.0,0.05,0.45,0.58
