,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.51,0.21,0.22,0.15,0.2,0.16,0.05,0.41,0.43,0.29,0.23,0.08
archive-crawler.csv,0.25,0.26,0.14,0.28,0.39,0.36,0.38,0.49,0.59,0.33,0.6,0.16
blue-c.csv,0.72,0.65,0.66,0.53,0.57,0.16,0.21,0.47,0.75,0.58,0.53,0.82
dynalloy.csv,0.8,0.26,0.42,0.51,0.75,0.08,0.45,0.8,0.54,0.65,0.53,0.64
jcae.csv,0.18,0.16,0.2,0.26,0.02,0.12,0.11,0.14,0.1,0.47,0.3,0.09
kmatplot.csv,0.24,0.41,0.63,0.91,0.0,0.76,0.29,0.24,0.27,0.49,0.47,0.99
mscore.csv,0.76,1.0,0.96,0.77,0.39,0.44,0.28,0.55,0.9,0.96,0.97,0.89
nosleepsoftware.csv,0.01,0.01,0.0,0.19,0.02,0.08,0.25,0.06,0.03,0.11,0.07,0.0
openmalaria.csv,0.5,0.54,0.89,0.7,0.11,0.36,0.56,0.22,0.58,0.55,0.9,0.61
popeye-chess.csv,0.26,0.24,0.63,0.51,0.27,0.24,0.32,0.2,0.46,0.56,0.47,0.44
riff-evolve.csv,0.37,0.14,0.72,0.34,0.23,0.0,0.09,0.12,0.24,0.38,0.47,0.56
virtuoso.csv,0.78,0.99,0.96,1.0,0.75,1.0,0.82,1.0,0.97,0.89,0.9,0.14
