,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,0.37,0.14,0.19,0.13,0.16,0.36
nsis.csv,0.81,0.14,0.64,0.88,0.58,0.7
papertoolkit.csv,0.22,0.29,0.39,0.18,0.16,0.45
plearn.csv,0.28,0.57,0.04,0.2,0.42,0.65
qdvdauthor.csv,0.76,0.57,0.74,0.1,0.42,0.41
tango-cs.csv,0.2,0.43,0.5,0.58,0.53,0.33
