,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,0.49,0.92,0.85,0.89,0.86,0.52
nsis.csv,0.51,0.6,0.62,0.38,0.54,0.45
papertoolkit.csv,0.55,0.57,0.49,0.79,0.42,0.41
plearn.csv,0.54,0.63,0.92,0.92,0.38,0.44
qdvdauthor.csv,0.47,0.62,0.56,0.86,0.44,0.71
tango-cs.csv,0.67,0.6,0.48,0.47,0.37,0.53
