,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,0.53,0.16,0.76,0.38,0.12,0.53
nsis.csv,0.43,0.72,0.05,0.41,0.59,0.51
papertoolkit.csv,0.48,0.28,0.41,0.96,0.56,0.42
plearn.csv,0.67,0.29,0.0,0.37,0.6,0.62
qdvdauthor.csv,0.55,0.65,0.31,0.38,0.73,0.54
tango-cs.csv,0.36,0.29,0.35,0.34,0.64,0.55
