,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,0.36,0.92,0.24,0.11,0.57,0.48
nsis.csv,0.24,0.98,0.01,0.05,0.7,0.37
papertoolkit.csv,0.45,0.91,0.07,0.21,0.88,0.37
plearn.csv,0.49,0.85,0.0,0.08,0.75,0.43
qdvdauthor.csv,0.3,0.94,0.04,0.14,0.79,0.46
tango-cs.csv,0.4,0.88,0.05,0.03,0.74,0.51
