,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.64,0.54,0.62,0.93,0.47,0.73,0.59,0.36,0.61,0.5,0.49,0.46,0.84,0.11
elateportal.csv,0.32,0.56,0.62,0.7,0.77,0.87,0.9,0.73,0.48,0.5,0.91,0.68,0.53,1.0
gdis.csv,0.95,0.84,0.93,0.87,0.77,0.87,0.71,0.73,0.73,0.88,1.0,0.57,0.95,0.14
gzigzag.csv,0.32,0.08,0.93,0.0,0.1,0.53,0.15,0.09,0.11,0.0,0.11,0.16,0.21,0.0
icescrum.csv,0.55,0.51,0.45,0.27,0.4,0.47,0.51,0.09,0.25,0.25,0.65,0.14,1.0,0.07
jguard.csv,0.82,0.39,0.86,0.97,0.97,0.73,0.98,0.91,0.61,0.5,1.0,0.84,0.84,0.95
jitterbit.csv,0.5,0.93,0.41,0.33,0.1,0.43,0.44,0.45,0.3,0.25,0.21,0.46,0.53,0.25
jython.csv,1.0,0.59,0.55,0.47,0.63,0.67,0.09,0.64,0.58,0.38,0.11,0.78,0.37,0.14
personalaccess.csv,0.91,0.58,0.66,0.47,0.73,0.87,0.66,0.64,1.0,0.62,0.67,0.32,0.68,0.7
ppcboot.csv,0.73,0.5,0.38,0.43,0.3,0.67,0.97,0.09,0.37,0.62,0.51,0.22,0.74,0.8
repositorium.csv,0.5,0.34,0.72,0.03,0.2,0.13,0.92,1.0,0.47,0.25,0.7,0.35,0.84,0.82
unbvision.csv,0.95,0.44,0.62,0.23,0.23,0.97,0.45,0.09,0.41,0.25,0.58,0.27,0.47,0.2
wxstudio.csv,0.32,0.38,0.38,0.57,0.5,0.63,0.14,0.45,0.37,0.12,0.42,1.0,0.11,0.93
xbg.csv,0.18,0.09,0.14,0.0,0.03,0.03,0.27,0.09,0.12,1.0,0.07,0.14,0.21,0.02
