,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.96,0.55,0.5,0.5,0.57,0.49,0.7,0.73,0.48,0.64,0.56,0.63,0.34,0.86
elateportal.csv,0.97,0.4,0.41,0.33,0.36,0.48,0.62,0.39,0.51,0.48,0.37,0.47,0.35,0.3
gdis.csv,0.25,0.37,0.38,0.38,0.44,0.44,0.59,0.48,0.38,0.42,0.35,0.52,0.34,0.75
gzigzag.csv,0.92,0.98,0.81,0.0,0.88,0.8,0.98,0.67,0.93,0.86,0.91,0.89,0.75,0.0
icescrum.csv,0.95,0.63,0.51,0.62,0.44,0.74,0.41,0.59,0.66,0.89,0.31,0.74,0.52,0.75
jguard.csv,0.27,0.48,0.4,0.43,0.69,0.55,0.59,0.46,0.42,0.53,0.36,0.54,0.37,0.31
jitterbit.csv,0.8,0.75,0.68,0.83,0.71,0.7,0.82,0.92,0.72,0.91,0.95,0.81,0.63,0.64
jython.csv,0.95,0.59,0.55,0.61,0.39,0.44,0.93,0.46,0.53,0.55,0.88,0.58,0.79,0.86
personalaccess.csv,0.24,0.39,0.42,0.5,0.4,0.54,0.5,0.38,0.4,0.6,0.38,0.48,0.42,0.39
ppcboot.csv,0.24,0.71,0.67,0.65,0.75,0.63,0.76,0.68,0.69,0.57,0.47,0.73,0.5,0.39
repositorium.csv,0.28,0.68,0.51,0.92,0.79,0.9,0.56,0.91,0.58,0.67,0.42,0.73,0.32,0.34
unbvision.csv,0.8,0.75,0.47,0.86,0.68,0.72,0.59,0.5,0.47,0.62,0.41,0.52,0.57,0.7
wxstudio.csv,0.26,0.74,0.72,0.58,0.58,0.56,0.9,0.57,0.63,0.89,0.61,0.61,0.92,0.3
xbg.csv,0.83,0.98,0.93,0.0,0.8,0.83,0.98,0.5,0.94,0.88,0.75,0.9,0.88,0.5
