,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.6,0.45,0.4,0.97,0.43,0.44,0.59,0.18,0.71,0.27,0.63,0.44,0.59,0.2
elateportal.csv,0.27,0.36,0.41,0.7,0.6,0.45,0.67,0.25,0.61,0.2,0.85,0.56,0.36,1.0
gdis.csv,0.22,0.43,0.41,0.78,0.53,0.48,0.66,0.27,0.81,0.3,1.0,0.51,0.57,0.23
gzigzag.csv,0.41,0.13,0.96,0.0,0.16,0.49,0.23,0.14,0.19,0.0,0.18,0.26,0.35,0.0
icescrum.csv,0.55,0.52,0.36,0.42,0.36,0.49,0.5,0.06,0.4,0.24,0.75,0.18,0.95,0.12
jguard.csv,0.19,0.27,0.45,0.69,0.98,0.44,0.69,0.22,0.72,0.17,0.9,0.57,0.59,0.98
jitterbit.csv,0.32,0.96,0.36,0.37,0.12,0.49,0.47,0.27,0.46,0.21,0.32,0.46,0.53,0.4
jython.csv,1.0,0.51,0.39,0.58,0.43,0.43,0.16,0.29,0.69,0.15,0.18,0.62,0.42,0.24
personalaccess.csv,0.22,0.38,0.37,0.61,0.44,0.42,0.58,0.25,1.0,0.3,0.75,0.38,0.5,0.78
ppcboot.csv,0.19,0.47,0.31,0.55,0.31,0.38,0.98,0.04,0.53,0.32,0.67,0.23,0.62,0.88
repositorium.csv,0.14,0.35,0.43,0.05,0.27,0.2,0.66,1.0,0.59,0.2,0.76,0.39,0.56,0.88
unbvision.csv,0.55,0.49,0.43,0.38,0.29,0.98,0.5,0.15,0.57,0.17,0.69,0.34,0.45,0.33
wxstudio.csv,0.09,0.35,0.28,0.56,0.4,0.32,0.23,0.14,0.51,0.08,0.53,0.99,0.13,0.91
xbg.csv,0.29,0.14,0.19,0.0,0.06,0.06,0.38,0.15,0.22,1.0,0.13,0.21,0.3,0.04
