,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.72,0.6,0.52,0.7,0.97,0.02,0.1,0.54,0.58,0.7
fritzing.csv,0.84,0.58,0.7,0.58,0.96,0.01,0.5,0.38,0.52,0.64
jlinalg.csv,0.98,0.52,0.46,0.45,0.97,0.01,0.06,0.33,0.5,0.53
knowledge.csv,0.95,0.42,0.53,0.41,1.0,0.01,0.12,0.32,0.56,0.57
massiv.csv,1.0,0.76,0.66,0.0,0.0,0.2,0.0,0.52,0.0,0.0
multitude.csv,0.79,0.47,0.55,0.43,0.94,0.01,0.17,0.4,0.46,0.69
playerstage.csv,0.91,0.43,0.58,0.67,0.96,0.01,0.2,0.44,0.45,0.7
quarkplusplus.csv,0.91,0.51,0.57,0.38,0.98,0.01,0.08,0.31,0.64,0.61
rtrt-on-gpu.csv,0.93,0.34,0.53,0.45,0.93,0.0,0.5,0.09,0.38,0.53
superwaba.csv,1.0,0.65,0.63,0.53,1.0,0.01,0.1,0.46,0.25,0.67
