,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.58,0.32,0.48,0.45,0.61,0.28,0.23,0.51,0.61,0.5,0.29,0.13,0.63
e-bio-flow.csv,0.14,0.38,0.67,0.66,0.63,0.26,0.49,0.69,0.24,0.41,0.53,0.19,0.29
jas.csv,0.34,0.63,0.0,0.61,0.34,0.3,0.48,0.5,0.84,0.21,0.42,0.59,0.88
jbpm.csv,0.22,0.17,0.0,0.8,0.0,0.16,0.33,0.27,0.0,0.11,0.0,0.02,0.29
jgossipforum.csv,0.44,0.61,0.18,0.29,0.0,0.63,0.26,0.5,0.99,0.41,0.72,0.56,0.0
jmonkeyengine.csv,0.37,0.71,0.48,0.66,0.31,0.62,0.69,0.45,0.39,0.46,0.52,0.67,0.3
joustsim.csv,0.4,0.48,0.42,0.6,0.36,0.62,0.61,0.46,0.95,0.83,0.5,0.69,0.83
log4net.csv,0.55,0.27,0.57,0.31,0.97,0.2,0.0,0.51,0.0,0.72,0.43,0.23,0.0
ngl.csv,0.52,0.76,0.69,0.61,0.56,0.61,0.48,0.67,0.85,0.71,0.67,0.64,0.68
piccolo2d.csv,0.6,0.6,0.89,0.68,0.7,0.34,0.43,0.6,0.24,0.64,0.29,0.43,0.15
pustefix.csv,0.29,0.5,0.49,0.49,0.33,0.47,0.57,0.51,0.17,0.0,0.0,0.47,0.13
reaper3d.csv,0.22,0.58,0.27,0.39,0.0,0.48,0.26,0.55,0.79,0.5,0.83,0.42,0.15
sblim.csv,0.29,0.74,0.73,0.42,0.0,0.11,0.07,0.5,0.0,0.21,0.0,0.57,0.14
