,f1,g,recall,precision,pf,wins
array4j.csv,0.17,0.48,0.56,0.11,0.66,2
e-bio-flow.csv,0.26,0.41,0.36,0.16,0.23,6
jas.csv,0.26,0.48,0.44,0.3,0.39,8
jbpm.csv,0.14,0.16,0.13,0.23,0.05,1
jgossipforum.csv,0.25,0.44,0.44,0.25,0.22,9
jmonkeyengine.csv,0.23,0.48,0.62,0.15,0.63,4
joustsim.csv,0.32,0.6,0.77,0.2,0.4,11
log4net.csv,0.27,0.31,0.27,0.22,0.16,5
ngl.csv,0.3,0.67,0.75,0.19,0.57,10
piccolo2d.csv,0.34,0.6,0.59,0.32,0.22,12
pustefix.csv,0.23,0.47,0.46,0.15,0.51,3
reaper3d.csv,0.28,0.42,0.37,0.2,0.26,7
sblim.csv,0.18,0.21,0.18,0.2,0.21,0
