,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.0,52.0,23.0,42.0,29.0,4.0,0.0,1.0,119.0,29.0,21.0,0.0,41.0
e-bio-flow.csv,3.0,38.0,12.0,7.0,25.0,1.0,2.0,0.0,7.0,0.0,30.0,0.0,2.0
jas.csv,3.0,0.0,94.0,5.0,61.0,5.0,0.0,6.0,63.0,2.0,10.0,0.0,0.0
jbpm.csv,2.0,2.0,94.0,2.0,133.0,0.0,0.0,0.0,224.0,11.0,107.0,0.0,2.0
jgossipforum.csv,9.0,11.0,4.0,4.0,133.0,0.0,3.0,1.0,2.0,0.0,6.0,0.0,124.0
jmonkeyengine.csv,5.0,0.0,16.0,1.0,78.0,4.0,0.0,3.0,118.0,30.0,14.0,0.0,10.0
joustsim.csv,3.0,15.0,10.0,6.0,27.0,2.0,0.0,2.0,12.0,1.0,15.0,0.0,0.0
log4net.csv,1.0,2.0,8.0,10.0,5.0,2.0,67.0,0.0,224.0,4.0,10.0,3.0,124.0
ngl.csv,7.0,0.0,12.0,1.0,31.0,0.0,5.0,0.0,47.0,5.0,27.0,0.0,27.0
piccolo2d.csv,3.0,11.0,1.0,4.0,1.0,3.0,5.0,1.0,1.0,6.0,4.0,0.0,3.0
pustefix.csv,0.0,0.0,27.0,1.0,69.0,0.0,0.0,2.0,152.0,70.0,107.0,0.0,10.0
reaper3d.csv,6.0,2.0,0.0,19.0,133.0,1.0,3.0,0.0,27.0,2.0,6.0,0.0,3.0
sblim.csv,2.0,0.0,9.0,8.0,133.0,0.0,4.0,7.0,224.0,3.0,107.0,0.0,9.0
