,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.4,0.17,0.19,0.16,0.05,0.37,0.38,0.43,0.06,0.23,0.12,0.17,0.14
e-bio-flow.csv,0.11,0.22,0.34,0.26,0.06,0.3,0.5,0.65,0.15,0.47,0.13,0.27,0.19
jas.csv,0.2,0.41,0.0,0.26,0.02,0.29,0.46,0.42,0.09,0.25,0.15,0.61,0.47
jbpm.csv,0.21,0.2,0.0,0.56,0.0,0.21,0.4,0.31,0.0,0.09,0.0,0.04,0.14
jgossipforum.csv,0.25,0.43,0.19,0.18,0.0,0.44,0.25,0.44,0.4,0.5,0.19,0.6,0.0
jmonkeyengine.csv,0.23,0.43,0.23,0.26,0.02,0.47,0.6,0.36,0.03,0.2,0.12,0.7,0.08
joustsim.csv,0.22,0.32,0.25,0.33,0.04,0.48,0.42,0.41,0.19,0.62,0.14,0.7,0.27
log4net.csv,0.32,0.29,0.33,0.2,0.27,0.22,0.0,0.45,0.0,0.43,0.25,0.28,0.0
ngl.csv,0.29,0.46,0.3,0.26,0.04,0.43,0.41,0.59,0.09,0.4,0.18,0.66,0.17
piccolo2d.csv,0.34,0.41,0.59,0.3,0.14,0.33,0.35,0.51,0.25,0.35,0.19,0.5,0.1
pustefix.csv,0.24,0.29,0.2,0.23,0.02,0.43,0.41,0.43,0.05,0.0,0.0,0.5,0.12
reaper3d.csv,0.14,0.43,0.21,0.14,0.0,0.32,0.28,0.48,0.12,0.56,0.29,0.49,0.13
sblim.csv,0.22,0.59,0.36,0.27,0.0,0.14,0.09,0.47,0.0,0.18,0.0,0.61,0.05
