,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.78,0.53,0.82,0.79,0.38,0.94,0.4,0.26,0.78
carabiner.csv,0.74,0.51,0.85,0.67,0.37,0.92,0.33,0.54,0.78
grisbi.csv,0.78,0.53,0.81,0.5,0.39,0.98,0.4,0.31,0.79
jmol.csv,0.74,0.52,0.86,0.68,0.35,0.85,0.5,0.29,0.78
minig.csv,0.84,0.63,0.81,0.47,0.58,0.8,0.4,0.5,0.83
mobicents.csv,0.86,0.69,0.81,0.55,0.52,0.82,0.61,0.43,0.83
x4x.csv,0.85,0.51,0.8,0.54,0.33,0.79,0.52,0.09,0.78
zabbix.csv,0.88,0.53,0.76,0.6,0.36,0.9,0.58,0.12,0.78
zxing.csv,0.73,0.56,0.92,0.72,0.43,1.0,0.4,0.21,0.89
