,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.92,0.81,0.78,0.2,0.62,0.29,0.79,0.69,0.94
carabiner.csv,0.92,0.91,0.43,0.31,0.87,0.36,0.67,0.24,0.65
grisbi.csv,0.92,0.91,1.0,0.66,0.89,0.07,0.77,0.96,0.88
jmol.csv,0.92,0.85,0.48,0.34,0.92,0.5,0.41,0.9,0.82
minig.csv,0.42,0.39,1.0,0.91,0.3,1.0,0.73,0.02,0.59
mobicents.csv,0.42,0.32,0.96,0.66,0.25,0.86,0.37,0.16,0.53
x4x.csv,0.42,0.69,0.78,0.89,0.82,1.0,0.48,0.39,0.82
zabbix.csv,0.25,0.61,0.39,0.46,0.68,0.29,0.23,0.59,0.88
zxing.csv,0.67,0.45,0.13,0.29,0.38,0.0,0.54,0.29,0.29
