,recall,precision,pf,pci_20,ifa,wins
blogentis.csv,0.625,0.23,0.69,0.52,2.5,1
cme.csv,0.0,0.0,0.005,0.0,66.5,0
free-evolution.csv,0.555,0.295,0.44,0.475,3.0,7
gtad.csv,0.27,0.355,0.15,0.65,2.0,16
gusanos.csv,0.62,0.265,0.34,0.47,2.5,13
kaffeine.csv,0.815,0.28,0.545,0.35,2.5,6
lcfizvtop.csv,0.61,0.315,0.445,0.4,3.0,8
m-a-d-n-e-s-s.csv,0.28500000000000003,0.395,0.10500000000000001,0.76,1.0,19
m-m-m.csv,0.77,0.27,0.665,0.45,4.5,4
mediaportal.csv,0.265,0.365,0.14500000000000002,0.755,2.0,18
mvnforum.csv,0.405,0.195,0.56,0.755,3.5,3
myfaces.csv,0.625,0.28500000000000003,0.355,0.46499999999999997,6.0,12
nh3d.csv,1.0,0.275,1.0,0.405,3.5,2
ogrehg.csv,0.625,0.31,0.42500000000000004,0.495,1.5,14
pnotepad.csv,0.865,0.27,0.6499999999999999,0.39,3.0,5
pydev.csv,0.475,0.28500000000000003,0.32,0.485,4.0,10
sarasvati.csv,0.375,0.29000000000000004,0.345,0.585,3.0,11
taokgame.csv,0.175,0.345,0.095,0.825,2.0,17
tokratan.csv,0.585,0.295,0.41000000000000003,0.435,3.0,9
wgs-assembler.csv,0.56,0.32,0.35,0.49,1.5,15
