,f1,g,recall,precision,pf,wins
blogentis.csv,0.32,0.4,0.625,0.23,0.69,4
cme.csv,0.0,0.0,0.0,0.0,0.005,0
free-evolution.csv,0.365,0.515,0.555,0.295,0.44,10
gtad.csv,0.33,0.315,0.27,0.355,0.15,7
gusanos.csv,0.35,0.62,0.62,0.265,0.34,18
kaffeine.csv,0.405,0.625,0.815,0.28,0.545,19
lcfizvtop.csv,0.38,0.59,0.61,0.315,0.445,14
m-a-d-n-e-s-s.csv,0.29500000000000004,0.315,0.28500000000000003,0.395,0.10500000000000001,8
m-m-m.csv,0.385,0.545,0.77,0.27,0.665,11
mediaportal.csv,0.305,0.275,0.265,0.365,0.14500000000000002,6
mvnforum.csv,0.26,0.37,0.405,0.195,0.56,2
myfaces.csv,0.36,0.535,0.625,0.28500000000000003,0.355,15
nh3d.csv,0.39,0.0,1.0,0.275,1.0,1
ogrehg.csv,0.365,0.46499999999999997,0.625,0.31,0.42500000000000004,12
pnotepad.csv,0.4,0.59,0.865,0.27,0.6499999999999999,16
pydev.csv,0.355,0.47,0.475,0.28500000000000003,0.32,9
sarasvati.csv,0.325,0.42,0.375,0.29000000000000004,0.345,5
taokgame.csv,0.17,0.20500000000000002,0.175,0.345,0.095,3
tokratan.csv,0.37,0.535,0.585,0.295,0.41000000000000003,13
wgs-assembler.csv,0.39,0.58,0.56,0.32,0.35,17
