,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
exl.csv,0.7,0.16,0.63,0.05,0.51,0.42,0.03,0.26,0.45,0.48,0.32,0.11,0.52,0.16,0.19,0.42,1.0,0.03
ildjit.csv,0.29,0.25,1.0,0.04,0.0,0.17,0.0,1.0,0.5,0.0,0.18,0.25,1.0,0.0,0.2,0.33,0.0,0.0
konversation.csv,0.78,1.0,0.79,0.07,0.6,0.0,0.0,0.13,0.71,0.67,0.33,0.09,0.88,0.0,0.3,0.9,1.0,0.0
ltp.csv,0.99,0.0,0.83,0.02,0.75,0.0,0.0,0.0,1.0,1.0,0.5,0.14,0.75,0.0,0.5,1.0,0.5,0.0
mcmc-jags.csv,0.7,0.23,0.67,0.08,0.5,1.0,0.07,0.2,0.55,0.54,0.43,0.11,0.71,0.33,0.17,0.62,0.8,0.03
micomt.csv,0.69,0.36,0.73,0.23,0.51,0.75,0.12,0.0,0.47,0.4,0.79,0.1,0.88,1.0,0.14,0.67,0.96,0.02
migen.csv,0.72,0.26,0.46,0.04,1.0,0.2,0.0,0.31,0.56,0.42,0.51,0.11,0.56,0.29,0.3,0.6,0.62,0.03
moviesandbox.csv,0.77,0.32,1.0,0.07,0.62,0.42,0.0,0.09,0.71,0.35,0.61,0.08,0.7,0.47,0.04,0.49,0.79,0.0
nebuladevice.csv,0.4,0.29,1.0,0.13,0.62,0.5,1.0,0.22,0.5,0.44,0.25,0.67,0.75,0.29,1.0,0.71,1.0,0.07
opengs.csv,0.77,0.0,0.76,0.07,0.65,0.33,0.0,0.22,1.0,0.67,0.78,0.21,0.5,0.5,0.14,0.8,0.87,0.03
openxava.csv,0.79,0.4,0.67,0.14,0.57,0.5,0.07,0.0,0.64,0.33,0.15,1.0,0.79,0.08,0.33,0.47,1.0,0.0
passwordsafe.csv,0.68,0.21,0.63,0.07,0.5,0.36,0.05,0.21,0.55,0.62,0.54,0.1,0.59,0.24,0.19,1.0,0.84,0.04
phonon-vlc-mplayer.csv,0.68,0.3,0.82,0.04,0.49,0.86,0.2,0.09,0.49,0.5,1.0,0.11,0.76,0.5,0.17,0.68,0.91,0.03
sepgsql.csv,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.67,0.2,0.0,0.0,0.0,0.0,0.5,0.0
tcl.csv,0.76,0.0,0.8,0.08,0.62,0.0,0.0,0.17,0.65,1.0,0.17,0.25,0.5,0.08,0.23,0.27,0.6,0.06
unflobtactical.csv,0.55,0.25,0.62,0.05,0.53,1.0,0.05,0.18,0.44,0.4,0.35,0.21,1.0,0.12,0.11,0.59,0.71,0.03
