,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,471.0,101.0,78.0,584.0,76.0,56.0,52.0,125.0,130.0,78.0,256.0,147.0,60.0,71.0,85.0,158.0,53.0,0.0
exl.csv,2.0,11.0,0.0,28.0,0.0,0.0,38.0,19.0,1.0,0.0,6.0,25.0,4.0,1.0,0.0,1.0,0.0,45.0
ildjit.csv,0.0,3.0,0.0,21.0,76.0,0.0,52.0,0.0,0.0,78.0,3.0,1.0,0.0,71.0,2.0,1.0,53.0,111.0
konversation.csv,0.0,0.0,0.0,37.0,1.0,56.0,52.0,15.0,1.0,0.0,8.0,25.0,0.0,71.0,6.0,0.0,0.0,111.0
ltp.csv,0.0,101.0,0.0,96.0,0.0,56.0,52.0,125.0,0.0,0.0,2.0,16.0,0.0,71.0,0.0,0.0,1.0,111.0
mcmc-jags.csv,1.0,12.0,0.0,13.0,1.0,0.0,14.0,15.0,1.0,0.0,8.0,33.0,0.0,1.0,4.0,0.0,0.0,55.0
micomt.csv,1.0,0.0,0.0,4.0,2.0,0.0,7.0,125.0,2.0,0.0,1.0,33.0,0.0,0.0,12.0,2.0,0.0,55.0
migen.csv,2.0,4.0,0.0,21.0,0.0,0.0,52.0,4.0,3.0,0.0,1.0,31.0,1.0,3.0,7.0,0.0,2.0,15.0
moviesandbox.csv,2.0,8.0,0.0,23.0,1.0,0.0,52.0,17.0,1.0,0.0,4.0,58.0,0.0,1.0,24.0,0.0,0.0,111.0
nebuladevice.csv,0.0,5.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
opengs.csv,2.0,101.0,0.0,5.0,0.0,0.0,52.0,1.0,0.0,0.0,0.0,23.0,0.0,1.0,6.0,0.0,0.0,27.0
openxava.csv,0.0,4.0,2.0,12.0,1.0,0.0,13.0,125.0,1.0,3.0,0.0,0.0,2.0,10.0,3.0,1.0,0.0,111.0
passwordsafe.csv,2.0,12.0,0.0,24.0,4.0,0.0,19.0,11.0,6.0,0.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,40.0
phonon-vlc-mplayer.csv,0.0,3.0,0.0,13.0,2.0,0.0,4.0,11.0,2.0,0.0,0.0,33.0,0.0,2.0,6.0,0.0,0.0,48.0
sepgsql.csv,471.0,101.0,78.0,0.0,76.0,0.0,52.0,125.0,130.0,78.0,0.0,1.0,60.0,71.0,85.0,158.0,1.0,111.0
tcl.csv,1.0,101.0,1.0,32.0,1.0,56.0,52.0,12.0,1.0,0.0,12.0,4.0,0.0,20.0,9.0,10.0,1.0,32.0
unflobtactical.csv,1.0,10.0,0.0,8.0,0.0,0.0,18.0,2.0,3.0,2.0,10.0,23.0,0.0,5.0,17.0,0.0,0.0,32.0
