,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,0.56,0.02,0.76,0.59,0.73,0.53,1.09,0.5,0.72,0.59,0.61,0.67,0.68,0.66,0.56,0.59,0.75
avisynth2.csv,0.98,1.0,1.0,1.0,1.0,0.99,0.0,1.0,1.0,0.99,1.0,0.99,1.0,1.0,1.0,1.0,1.0
bigdata.csv,0.81,0.92,0.84,0.66,0.61,0.79,0.9,0.95,0.9,0.76,0.89,0.03,0.65,0.89,0.91,0.86,1.0
dsworkbench.csv,0.02,0.97,0.66,0.55,0.63,0.76,0.73,0.83,0.93,0.66,0.88,0.74,0.93,0.94,0.8,0.67,0.57
foursquared.csv,0.59,0.8,0.86,0.85,0.04,0.68,1.0,0.61,0.77,0.65,0.9,0.74,0.96,0.95,0.95,0.74,1.01
geotools.csv,0.67,0.76,0.59,0.76,0.56,0.53,0.36,0.63,0.68,0.02,0.64,0.69,0.8,0.73,0.9,0.72,0.71
gephex.csv,0.89,0.74,0.81,0.66,0.8,0.55,0.81,0.53,0.88,0.7,0.03,0.71,1.04,0.57,0.67,0.56,0.83
jgossipforum.csv,0.94,1.0,0.94,0.98,0.93,0.98,1.0,0.2,1.0,1.0,0.99,1.0,0.81,1.0,1.0,0.99,1.0
madman.csv,1.0,0.97,1.0,0.98,0.5,0.82,1.0,1.0,0.12,0.98,0.94,0.95,0.96,0.95,1.0,0.82,1.0
pokenetonline.csv,0.55,0.74,0.63,0.03,0.71,0.57,0.71,0.52,0.65,0.58,0.8,0.85,0.97,0.57,0.6,0.58,0.72
qmmp.csv,0.54,0.56,0.58,0.66,0.66,0.83,0.7,0.81,0.63,0.69,0.77,0.63,0.76,0.07,0.74,0.35,0.74
rcp-company-uibindings.csv,0.88,0.98,1.0,1.0,0.85,0.94,1.0,0.92,0.98,0.8,0.95,0.8,1.0,1.0,0.95,0.0,0.98
simplewebservices.csv,0.67,0.74,0.68,0.58,0.89,0.85,0.77,0.75,1.07,0.86,0.68,0.8,0.94,0.76,0.02,0.71,0.6
t-2.csv,0.89,0.64,0.85,1.0,0.82,0.09,0.78,0.72,0.92,0.87,0.72,0.78,0.71,0.88,0.69,0.8,0.46
wsmt.csv,0.86,0.82,0.76,0.88,0.98,0.92,0.75,0.46,0.71,0.81,0.84,0.75,0.03,0.94,0.87,0.9,1.02
yarp0.csv,0.52,0.94,0.0,0.66,0.81,0.8,0.76,0.97,0.78,0.85,0.74,0.86,0.97,0.91,0.74,0.5,0.52
