,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,0.83,1.0,0.29,0.76,0.35,0.18,0.0,0.04,0.14,0.35,0.69,0.9,0.57,0.68,0.51,0.99,0.01
avisynth2.csv,1.0,0.0,0.0,0.0,0.0,0.09,1.0,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bigdata.csv,0.83,0.55,0.33,0.77,0.46,0.12,0.05,0.02,0.15,0.41,0.64,1.0,0.59,0.5,0.41,0.93,0.01
dsworkbench.csv,1.0,0.5,0.35,0.8,0.42,0.14,0.05,0.02,0.06,0.33,0.75,0.89,0.33,0.8,0.35,1.0,0.02
foursquared.csv,0.88,0.86,0.21,0.82,1.0,0.21,0.0,0.07,0.18,0.4,0.57,0.92,0.25,1.0,0.56,1.0,0.0
geotools.csv,0.89,0.54,0.5,0.76,0.5,0.25,0.2,0.04,0.16,1.0,0.78,0.93,0.5,0.69,0.62,0.97,0.01
gephex.csv,0.75,0.54,0.26,0.74,0.29,0.21,0.04,0.04,0.11,0.29,1.0,0.88,0.28,0.6,0.45,0.99,0.01
jgossipforum.csv,0.75,0.0,0.5,0.5,0.25,0.09,0.0,1.0,0.0,0.0,1.0,0.0,0.64,0.0,0.0,1.0,0.0
madman.csv,0.0,0.67,0.0,1.0,0.52,0.19,0.0,0.0,1.0,0.14,0.67,0.87,0.25,1.0,0.0,0.94,0.0
pokenetonline.csv,0.83,0.53,0.35,1.0,0.4,0.17,0.06,0.04,0.16,0.37,0.6,0.87,0.4,0.59,0.52,0.97,0.01
qmmp.csv,0.85,0.65,0.38,0.74,0.42,0.13,0.05,0.04,0.21,0.33,0.6,0.9,0.52,0.98,0.43,0.99,0.01
rcp-company-uibindings.csv,0.78,0.56,0.3,0.71,0.38,0.13,0.05,0.02,0.14,0.32,0.64,0.89,0.54,0.5,0.42,1.0,0.01
simplewebservices.csv,0.79,0.59,0.38,0.79,0.24,0.09,0.04,0.03,0.0,0.2,0.68,0.86,0.38,0.51,0.98,0.96,0.02
t-2.csv,0.75,0.62,0.27,0.59,0.3,1.0,0.04,0.03,0.07,0.21,0.64,0.86,0.57,0.42,0.52,0.96,0.02
wsmt.csv,0.69,0.47,0.29,0.59,0.09,0.07,0.05,0.06,0.15,0.28,0.55,0.87,1.0,0.37,0.54,0.96,0.0
yarp0.csv,0.87,0.4,1.0,0.74,0.28,0.11,0.04,0.02,0.17,0.25,0.79,0.87,0.4,0.67,0.39,0.98,0.02
