,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,0.57,0.63,0.46,0.45,0.54,0.46,0.63,0.47,0.43,0.44,0.44,0.52,0.48,0.82,0.36,0.48,0.32
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,0.91,0.67,0.0,0.0,0.75,0.0,0.67,0.0,0.0,0.0,0.0,0.0
bigdata.csv,0.75,0.43,0.4,0.55,0.5,0.43,0.37,0.41,0.4,0.76,0.33,0.43,0.48,0.4,0.33,0.57,0.28
dsworkbench.csv,0.41,0.75,0.55,0.45,0.46,0.65,0.74,0.77,0.88,0.46,0.92,0.57,0.52,0.8,0.62,0.52,0.37
foursquared.csv,0.6,0.93,0.79,0.91,0.61,0.72,0.5,0.97,0.73,0.62,0.93,0.69,0.88,0.67,0.89,0.67,0.92
geotools.csv,0.84,0.57,0.64,0.76,0.58,0.59,0.9,0.87,0.46,0.67,0.67,0.66,0.56,0.85,0.94,0.64,0.35
gephex.csv,0.4,0.59,0.43,0.4,0.51,0.54,0.48,0.62,0.43,0.51,0.48,0.53,0.48,0.47,0.41,0.56,0.31
jgossipforum.csv,0.75,0.0,0.5,0.5,0.88,0.96,0.0,0.75,0.0,0.8,0.0,0.0,0.91,0.0,0.0,0.67,0.67
madman.csv,0.0,0.67,0.5,0.0,0.56,0.99,0.0,0.86,0.86,0.93,0.83,0.93,0.83,0.67,0.0,0.78,0.83
pokenetonline.csv,0.43,0.49,0.38,0.38,0.34,0.41,0.4,0.55,0.45,0.39,0.4,0.39,0.4,0.37,0.48,0.39,0.32
qmmp.csv,0.48,0.51,0.41,0.38,0.29,0.42,0.42,0.96,0.38,0.4,0.4,0.42,0.45,0.52,0.36,0.41,0.36
rcp-company-uibindings.csv,0.36,0.44,0.39,0.33,0.32,0.43,0.4,0.39,0.39,0.37,0.33,0.37,0.32,0.41,0.34,0.4,0.27
simplewebservices.csv,0.61,0.78,0.69,0.51,0.55,0.57,0.68,0.49,0.72,0.63,0.63,0.55,0.5,0.7,0.58,0.65,0.41
t-2.csv,0.44,0.61,0.51,0.5,0.5,0.99,0.81,0.57,0.75,0.7,0.55,0.75,0.7,0.65,0.75,0.63,0.6
wsmt.csv,0.92,0.75,0.82,0.94,0.91,0.99,0.55,0.86,0.75,0.99,0.86,0.86,0.59,0.53,0.96,0.96,0.95
yarp0.csv,0.58,0.9,0.62,0.47,0.46,0.56,0.57,0.41,0.75,0.51,0.71,0.5,0.38,0.89,0.61,0.51,0.45
