,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,0.38,0.0,0.66,0.48,0.37,0.5,0.44,0.45,0.61,0.43,0.44,0.35,0.6,0.18,0.49,0.1,0.75
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bigdata.csv,0.12,0.92,0.84,0.28,0.28,0.75,0.9,0.95,0.9,0.15,0.88,0.03,0.4,0.89,0.91,0.5,1.0
dsworkbench.csv,0.0,0.04,0.34,0.36,0.33,0.24,0.29,0.21,0.33,0.36,0.07,0.27,0.47,0.02,0.43,0.0,0.57
foursquared.csv,0.19,0.04,0.29,0.08,0.0,0.18,0.03,0.13,0.18,0.24,0.15,0.16,0.2,0.0,0.03,0.0,0.12
geotools.csv,0.12,0.33,0.18,0.2,0.26,0.21,0.13,0.2,0.63,0.0,0.2,0.19,0.3,0.13,0.04,0.3,0.71
gephex.csv,0.88,0.6,0.68,0.6,0.54,0.27,0.74,0.34,0.8,0.52,0.0,0.57,0.7,0.5,0.57,0.1,0.83
jgossipforum.csv,0.06,0.0,0.03,0.04,0.13,0.03,0.0,0.0,0.0,0.02,0.0,0.03,0.13,0.0,0.0,0.0,0.03
madman.csv,0.0,0.02,0.05,0.0,0.28,0.11,0.0,0.03,0.0,0.06,0.05,0.05,0.3,0.0,0.01,0.5,0.06
pokenetonline.csv,0.5,0.5,0.58,0.0,0.7,0.46,0.71,0.34,0.53,0.54,0.68,0.81,0.8,0.47,0.32,0.4,0.72
qmmp.csv,0.31,0.4,0.53,0.6,0.65,0.82,0.61,0.1,0.63,0.66,0.61,0.51,0.67,0.02,0.69,0.2,0.74
rcp-company-uibindings.csv,0.88,0.98,1.0,1.0,0.85,0.94,1.0,0.92,0.98,0.79,0.95,0.78,1.0,1.0,0.95,0.0,0.98
simplewebservices.csv,0.38,0.27,0.26,0.32,0.63,0.65,0.39,0.75,0.37,0.58,0.32,0.7,0.67,0.29,0.01,0.5,0.6
t-2.csv,0.88,0.6,0.79,0.88,0.67,0.0,0.4,0.69,0.53,0.65,0.61,0.59,0.33,0.73,0.23,0.7,0.46
wsmt.csv,0.25,0.56,0.32,0.28,0.22,0.19,0.68,0.22,0.35,0.22,0.32,0.41,0.0,0.74,0.08,0.1,0.19
yarp0.csv,0.25,0.12,0.0,0.56,0.61,0.73,0.35,0.97,0.2,0.77,0.12,0.84,0.8,0.05,0.52,0.4,0.52
