,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.58,0.64,0.79,0.59,0.58,0.47,0.45,0.67,0.46,0.94,0.83,0.96,0.91,0.54,0.92,0.9,0.56
biopax.csv,0.46,0.44,0.41,0.36,0.45,0.41,0.41,0.39,0.44,0.45,0.38,0.5,0.4,0.4,0.39,0.49,0.38
ffigo.csv,0.51,0.9,0.58,0.48,0.61,0.7,0.43,0.47,0.44,0.63,0.75,0.57,0.45,0.43,0.5,0.64,0.39
freebios.csv,0.49,0.66,0.61,0.51,0.59,0.64,0.66,0.47,0.49,0.64,0.51,0.63,0.47,0.52,0.47,0.69,0.6
glelite.csv,0.4,0.41,0.39,0.36,0.46,0.38,0.43,0.4,0.43,0.41,0.39,0.49,0.38,0.39,0.36,0.42,0.41
gnupdate.csv,0.95,0.99,0.78,0.54,0.95,0.97,0.7,0.95,0.61,0.96,0.89,0.8,0.86,0.91,0.89,0.74,0.55
go.csv,0.45,0.42,0.56,0.36,0.49,0.44,0.43,0.44,0.41,0.54,0.77,0.49,0.41,0.41,0.4,0.9,0.48
gstreamer.csv,0.43,0.53,0.73,0.46,0.5,0.52,0.56,0.39,0.47,0.63,0.51,0.52,0.41,0.45,0.47,0.57,0.43
metacosm.csv,0.94,0.99,0.92,0.69,0.94,0.97,0.92,0.9,0.83,0.84,0.92,0.86,0.74,0.93,0.86,0.79,0.54
pcsx2.csv,0.48,0.6,0.58,0.54,0.52,0.54,0.42,0.44,0.48,0.67,0.74,0.62,0.49,0.48,0.55,0.67,0.44
pgui.csv,0.57,0.99,0.88,0.53,0.8,0.78,0.59,0.79,0.64,0.84,0.93,0.74,0.75,0.99,0.76,0.66,0.5
qse.csv,0.53,0.71,0.74,0.48,0.63,0.65,0.49,0.55,0.44,0.59,0.49,0.61,0.56,0.66,0.55,0.6,0.46
rebecca-aiml.csv,0.47,0.86,0.96,0.63,0.52,0.49,0.67,0.43,0.51,0.67,0.74,0.67,0.43,0.41,0.53,0.65,0.67
skia.csv,0.93,0.98,0.8,0.89,0.92,0.96,0.9,0.85,0.97,0.95,0.55,0.83,0.86,0.96,0.67,0.8,0.8
vars-redux.csv,0.7,0.97,0.83,0.51,0.78,0.89,0.63,0.51,0.48,0.95,0.91,0.71,0.72,0.55,0.82,0.94,0.6
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0
yale.csv,0.47,0.99,0.54,0.54,0.91,0.46,0.64,0.72,0.77,0.81,0.5,0.79,0.69,0.77,0.55,0.52,0.68
