,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.49,0.53,0.6,0.7,0.53,0.79,0.57,0.49,0.81,0.66,0.47,0.85,0.53,0.05,0.37,0.49,0.51
dynalloy.csv,0.68,0.61,0.06,0.91,0.78,0.9,0.54,0.46,0.88,0.82,0.81,0.86,0.61,0.67,0.66,0.86,0.61
enzo.csv,0.74,0.65,0.83,0.82,1.01,0.57,0.54,0.59,0.95,0.72,0.71,0.12,0.97,0.84,0.95,0.7,0.7
hydrogen.csv,0.6,0.66,0.93,0.58,0.81,1.0,0.89,0.06,0.94,1.01,0.58,0.93,0.91,0.75,0.49,0.72,0.55
jcae.csv,0.92,0.76,0.93,0.0,1.0,1.0,0.95,0.63,0.97,1.0,1.0,1.0,0.82,0.89,0.82,0.89,0.7
kmatplot.csv,0.94,0.17,0.82,0.74,0.88,1.0,0.79,0.82,0.94,0.77,0.56,0.6,1.0,0.82,0.87,0.71,0.65
lphant.csv,0.54,0.48,0.83,0.77,0.87,0.65,0.62,0.43,0.9,0.61,0.62,0.67,0.0,0.63,0.55,0.45,0.49
natpad.csv,0.73,0.45,0.69,0.57,0.72,0.88,0.73,0.56,0.6,0.59,0.79,0.91,0.56,0.75,0.51,0.73,0.02
nosleepsoftware.csv,0.58,0.61,0.93,0.32,0.06,0.95,0.83,0.46,0.9,1.02,0.56,0.8,0.91,0.69,0.58,0.55,0.54
ossbuild.csv,0.86,0.67,0.84,0.57,0.88,0.86,0.65,0.8,0.06,0.66,0.84,0.85,0.72,0.71,0.8,0.87,0.77
quarkplayer.csv,0.94,0.9,0.96,0.89,0.75,1.0,0.95,0.63,1.0,0.09,0.98,0.86,0.73,0.84,0.77,0.92,0.86
quickfast.csv,0.73,0.76,0.7,0.82,0.67,0.63,0.67,0.62,0.94,0.71,0.7,0.31,0.91,0.6,0.78,0.02,0.49
rezilla.csv,0.64,0.69,0.83,0.95,0.87,0.03,0.81,0.7,0.84,0.58,0.76,0.82,0.89,0.66,0.9,0.76,0.57
rhex.csv,0.17,0.6,0.73,0.76,0.76,1.0,0.75,0.63,1.0,0.91,0.93,0.95,0.95,0.71,0.65,0.92,0.84
rocrail.csv,0.75,0.63,0.89,0.78,0.94,0.95,0.89,0.57,1.0,0.91,0.65,0.93,0.73,0.93,0.05,0.96,0.7
virtuoso.csv,1.0,0.68,0.89,0.81,0.9,0.92,0.58,0.53,0.91,0.74,0.05,0.78,0.61,0.73,0.39,0.78,0.92
yield.csv,0.51,0.52,0.62,0.94,0.6,0.85,0.03,0.42,0.95,0.59,0.65,0.39,0.62,0.52,0.46,0.44,0.56
