,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.33,0.38,0.48,0.25,0.46,0.32,0.56,0.39,0.16,0.13,0.48,0.36,0.57,0.97,0.56,0.66,0.6
dynalloy.csv,0.22,0.38,0.97,0.08,0.27,0.17,0.6,0.36,0.13,0.14,0.22,0.24,0.5,0.45,0.33,0.26,0.52
enzo.csv,0.25,0.36,0.53,0.2,0.29,0.56,0.65,0.32,0.12,0.12,0.42,0.99,0.56,0.61,0.37,0.75,0.58
hydrogen.csv,0.37,0.38,0.12,0.32,0.32,0.0,0.2,0.97,0.07,0.0,0.4,0.13,0.17,0.37,0.49,0.43,0.55
jcae.csv,0.12,0.31,0.13,1.0,0.0,0.0,0.09,0.48,0.05,0.0,0.0,0.0,0.31,0.2,0.27,0.19,0.44
kmatplot.csv,0.07,0.91,0.27,0.16,0.2,0.0,0.32,0.19,0.07,0.11,0.43,0.58,0.0,0.29,0.2,0.44,0.46
lphant.csv,0.3,0.42,0.41,0.23,0.36,0.44,0.65,0.38,0.11,0.15,0.39,0.83,1.0,0.56,0.48,0.72,0.6
natpad.csv,0.2,0.45,0.47,0.24,0.31,0.4,0.56,0.31,0.26,0.16,0.29,0.55,0.53,0.37,0.48,0.52,0.99
nosleepsoftware.csv,0.29,0.39,0.13,0.39,0.97,0.1,0.27,0.45,0.1,0.0,0.42,0.36,0.16,0.43,0.41,0.6,0.55
ossbuild.csv,0.12,0.35,0.24,0.33,0.22,0.21,0.48,0.17,0.97,0.2,0.23,0.38,0.44,0.46,0.22,0.22,0.33
quarkplayer.csv,0.07,0.15,0.07,0.11,0.35,0.0,0.09,0.4,0.0,0.95,0.04,0.26,0.4,0.26,0.25,0.15,0.22
quickfast.csv,0.2,0.25,0.44,0.16,0.35,0.45,0.47,0.27,0.1,0.12,0.36,0.86,0.26,0.56,0.25,0.99,0.6
rezilla.csv,0.28,0.29,0.52,0.11,0.42,0.97,0.56,0.22,0.14,0.16,0.35,0.39,0.43,0.54,0.38,0.55,0.55
rhex.csv,0.91,0.42,0.39,0.15,0.31,0.0,0.37,0.4,0.0,0.11,0.11,0.09,0.09,0.42,0.41,0.15,0.27
rocrail.csv,0.38,0.42,0.18,0.33,0.11,0.1,0.19,0.45,0.0,0.13,0.42,0.13,0.41,0.13,0.98,0.08,0.44
virtuoso.csv,0.0,0.3,0.46,0.16,0.16,0.31,0.64,0.33,0.24,0.11,0.96,0.47,0.52,0.58,0.54,0.41,0.54
yield.csv,0.32,0.42,0.53,0.16,0.43,0.24,0.98,0.39,0.11,0.16,0.39,0.88,0.59,0.69,0.51,0.76,0.58
