,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,0.04,0.75,0.64,0.71,1.0,0.68,0.79,0.91
aime.csv,0.77,0.87,0.54,0.38,0.07,0.81,0.9,0.83
badtrinitycore.csv,0.92,0.77,0.84,0.09,0.91,0.92,0.86,0.9
electric-core.csv,0.65,0.77,0.11,0.69,0.59,0.77,0.85,0.68
geochat.csv,0.63,1.08,0.66,0.61,0.84,0.59,0.69,0.03
mumble.csv,0.49,0.51,0.72,0.83,1.0,0.0,0.68,0.91
olsrd.csv,0.8,0.01,0.85,0.81,0.59,0.55,0.76,0.71
t-2.csv,0.97,0.95,0.69,0.59,0.78,0.89,0.08,0.73
