,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,0.97,0.29,0.44,0.38,0.0,0.37,0.28,0.12
aime.csv,0.31,0.43,0.71,0.78,0.94,0.49,0.41,0.36
badtrinitycore.csv,0.1,0.28,0.2,0.93,0.37,0.1,0.27,0.12
electric-core.csv,0.46,0.56,0.91,0.59,0.57,0.39,0.34,0.49
geochat.csv,0.59,0.0,0.6,0.53,0.48,0.65,0.59,0.98
mumble.csv,0.61,0.57,0.35,0.22,0.0,1.0,0.4,0.12
olsrd.csv,0.54,0.99,0.46,0.51,0.78,0.69,0.51,0.62
t-2.csv,0.1,0.14,0.38,0.49,0.44,0.31,0.93,0.43
