,awemud.csv,liferea.csv,go.csv,kwave.csv,dvd-create.csv,gbif-indexingtoolkit.csv,mpgravity.csv,clamav.csv,linux-ntfs.csv,libarchive.csv
awemud.csv,292.5,280.5,193.0,604.5,194.0,97.5,0.0,244.0,88.5,96.5
clamav.csv,189.0,279.5,291.5,691.0,292.5,165.0,110.5,88.5,88.5,195.0
dvd-create.csv,574.0,376.0,291.5,192.0,98.5,97.5,0.0,370.0,97.5,293.5
gbif-indexingtoolkit.csv,96.5,42.5,41.5,94.5,0.0,87.5,0.0,95.5,91.5,195.0
go.csv,194.0,280.5,95.5,435.5,89.5,97.5,0.0,95.5,196.0,195.0
kwave.csv,488.5,566.0,489.5,173.0,197.0,97.5,87.5,185.0,197.0,293.5
libarchive.csv,292.5,373.0,489.5,691.0,98.5,97.5,97.5,95.5,196.0,195.0
liferea.csv,95.5,314.0,193.0,513.0,197.0,97.5,177.0,88.5,87.5,195.0
linux-ntfs.csv,586.0,277.5,489.5,695.0,197.0,97.5,364.0,182.0,98.5,192.0
mpgravity.csv,96.5,568.0,291.5,192.0,197.0,97.5,251.5,95.5,196.0,293.5
