,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.2,0.23,0.17,0.0,0.21,1.0
libtorrent.csv,0.82,0.72,1.0,0.75,0.92,1.0
moviesandbox.csv,0.68,0.26,0.88,0.5,0.75,0.67
sigil.csv,0.8,0.27,0.83,0.25,0.34,0.67
xbg.csv,0.09,0.22,0.12,0.88,0.02,0.0
xtreemfs.csv,0.98,0.56,0.98,0.75,0.88,1.0
