,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.94,0.81,0.92,0.0,0.99,0.92
libtorrent.csv,0.41,0.38,0.45,0.5,0.33,0.42
moviesandbox.csv,0.43,0.75,0.5,0.55,0.44,0.69
sigil.csv,0.37,0.69,0.46,0.86,0.82,0.71
xbg.csv,0.9,0.96,0.94,0.62,0.91,0.67
xtreemfs.csv,0.42,0.44,0.46,0.49,0.37,0.43
