,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.23,0.22,0.11,0.02,0.08,0.08
libtorrent.csv,0.66,0.33,0.81,0.47,0.67,0.98
moviesandbox.csv,0.4,0.17,0.43,0.53,0.21,0.52
sigil.csv,0.49,0.0,0.19,0.22,0.02,0.29
xbg.csv,0.17,0.33,0.27,0.31,0.1,0.03
xtreemfs.csv,0.89,0.39,0.57,0.6,0.26,0.72
