,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.23,0.27,0.2,0.0,0.25,0.98
libtorrent.csv,0.64,0.71,0.54,0.69,0.68,0.09
moviesandbox.csv,0.66,0.3,0.79,0.49,0.76,0.62
sigil.csv,0.72,0.32,0.83,0.29,0.39,0.68
xbg.csv,0.11,0.25,0.14,0.83,0.02,0.0
xtreemfs.csv,0.38,0.57,0.78,0.64,0.85,0.66
