,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,196.5,136.0,296.5,95.5,572.5,99.0,193.0,549.0,289.5,93.5
gamestone.csv,90.5,265.5,180.0,197.5,184.0,0.0,12.5,2145.0,88.5,93.5
gbif-providertoolkit.csv,97.5,1307.0,296.5,98.5,362.5,158.0,194.0,1013.0,193.0,98.5
heekscad.csv,196.5,141.0,188.0,194.5,378.5,97.5,291.5,1381.5,289.5,98.5
igarden.csv,196.5,158.0,85.5,197.5,351.0,92.5,289.5,811.5,289.5,86.5
levent.csv,196.5,226.5,296.5,77.5,572.5,99.0,291.5,528.5,94.5,98.5
owlapi.csv,194.5,990.5,296.5,93.5,816.0,99.0,390.0,320.0,289.5,98.5
pnotepad.csv,196.5,78.5,296.5,197.5,761.5,99.0,291.5,3392.5,289.5,98.5
quark.csv,196.5,67.5,85.5,174.0,273.5,18.5,21.5,303.0,289.5,75.5
xcsoar.csv,196.5,250.5,180.0,95.5,382.5,94.5,290.5,1404.5,289.5,93.5
