,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.66,0.1,0.69,0.35,0.33,0.58,0.55,0.36,0.4,0.51
gamestone.csv,0.21,0.56,0.22,0.33,0.28,0.0,0.0,0.21,0.08,0.15
gbif-providertoolkit.csv,0.64,0.0,0.33,0.47,0.51,0.08,0.45,0.39,0.28,0.55
heekscad.csv,0.8,0.33,0.63,0.48,0.36,0.77,0.51,0.31,0.42,0.86
igarden.csv,0.65,0.24,0.44,0.53,0.24,0.51,0.33,0.14,0.51,0.62
levent.csv,0.7,0.07,0.32,0.21,0.36,0.77,0.45,0.43,0.14,0.53
owlapi.csv,0.6,0.0,0.4,0.22,0.3,0.66,0.5,0.53,0.35,0.71
pnotepad.csv,0.72,0.34,0.62,0.47,0.28,0.71,0.51,0.23,0.33,0.95
quark.csv,0.53,0.36,0.55,0.11,0.32,0.04,0.1,0.29,0.59,0.34
xcsoar.csv,0.75,0.24,0.68,0.48,0.4,0.53,0.42,0.28,0.33,0.37
