,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,opensim4opencog.csv,java-gnome.csv,miranda-icq.csv,t-2.csv,boost.csv,ofbiz.csv,xcf.csv
adaptagrams.csv,0.85,0.74,0.62,0.6,0.55,0.42,0.58,0.23,0.35,0.28,0.19
badtrinitycore.csv,0.0,0.05,0.49,0.84,0.39,0.0,0.1,0.39,0.18,0.1,0.32
boost.csv,0.41,0.69,0.56,0.62,0.66,0.02,0.33,0.66,0.67,0.48,0.52
electric-core.csv,0.61,0.65,0.7,0.61,0.7,0.37,0.61,0.63,0.59,0.41,0.61
java-gnome.csv,0.18,0.52,0.14,0.2,0.51,0.79,0.27,0.39,0.2,0.36,0.29
miranda-icq.csv,0.7,0.21,0.66,0.47,0.42,0.06,0.65,0.62,0.49,0.58,0.44
ofbiz.csv,0.48,0.2,0.48,0.56,0.54,0.33,0.47,0.64,0.6,0.73,0.63
olsrd.csv,0.57,0.76,0.57,0.59,0.59,0.17,0.63,0.59,0.44,0.65,0.51
opensim4opencog.csv,0.65,0.66,0.65,0.76,0.56,0.16,0.49,0.64,0.43,0.58,0.39
t-2.csv,0.22,0.48,0.45,0.5,0.41,0.06,0.46,0.69,0.54,0.5,0.58
xcf.csv,0.48,0.71,0.64,0.61,0.29,0.45,0.64,0.4,0.47,0.52,0.79
