,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,wxstudio.csv,simplewebservices.csv,uwom.csv
acegisecurity.csv,0.0,0.6,1.0,0.53,0.52,0.52
ppcboot.csv,0.34,0.34,0.01,0.59,0.8,0.39
simplewebservices.csv,0.55,0.61,0.34,0.47,0.01,0.73
uwom.csv,0.53,0.08,1.0,0.71,0.62,0.01
wow-qrsk.csv,0.59,0.0,0.54,0.22,0.46,0.02
wxstudio.csv,0.26,0.52,0.03,0.0,0.19,0.6
