,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.92,0.84,0.0,0.75,0.5,0.73,0.75,0.47,0.75,0.95,0.88,0.0,0.76,0.0,0.45,0.83
customsagetv.csv,0.88,0.8,0.0,0.83,0.67,0.75,0.0,0.67,0.67,0.93,0.0,0.5,0.9,0.0,0.83,0.47
fluidium.csv,0.88,0.98,0.86,0.75,0.57,0.61,0.89,0.86,0.93,0.98,0.83,0.9,0.93,0.65,0.9,0.71
guineu.csv,0.71,0.89,0.57,0.41,0.46,0.63,0.92,0.93,0.79,0.67,0.64,0.63,0.93,0.71,0.93,0.59
inkscape.csv,0.84,0.72,0.35,0.56,0.73,0.57,0.45,0.5,0.86,0.58,0.63,0.41,0.89,0.42,0.93,0.83
mpqc.csv,0.95,0.97,0.91,0.89,0.73,0.94,0.92,0.71,0.73,0.82,0.9,0.83,0.78,0.94,0.88,0.39
nsis.csv,0.35,0.4,0.52,0.38,0.39,0.44,0.38,0.38,0.48,0.44,0.49,0.42,0.45,0.46,0.37,0.72
octave.csv,0.57,0.69,0.6,0.56,0.95,0.94,0.84,0.55,0.74,0.98,0.88,0.82,0.59,0.75,0.52,0.37
owfs.csv,0.81,0.88,0.75,0.9,0.5,0.0,0.86,0.6,0.53,0.89,0.91,0.86,0.75,0.0,0.89,0.5
owlib.csv,0.4,0.55,0.5,0.42,0.44,0.55,0.5,0.44,0.69,0.46,0.59,0.63,0.45,0.53,0.43,0.36
pamguard.csv,0.46,0.72,0.5,0.4,0.85,0.97,0.94,0.39,0.61,0.8,0.94,0.85,0.49,0.66,0.44,0.4
prelude.csv,0.38,0.54,0.49,0.44,0.44,0.48,0.39,0.42,0.5,0.55,0.43,0.44,0.45,0.55,0.4,0.38
robocode.csv,0.49,0.83,0.53,0.37,0.95,0.94,0.67,0.5,0.65,0.65,0.8,0.88,0.53,0.56,0.73,0.6
uwom-server.csv,0.62,0.96,0.5,0.5,0.91,0.95,0.61,0.66,0.63,0.81,0.75,0.8,0.6,0.8,0.47,0.41
zengine.csv,0.31,0.41,0.5,0.4,0.41,0.44,0.32,0.3,0.35,0.4,0.43,0.42,0.35,0.38,0.32,0.31
zildo.csv,0.41,0.62,0.64,0.45,0.89,0.95,0.59,0.5,0.45,0.48,0.52,0.55,0.45,0.5,0.39,0.89
