,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.44,0.74,0.51,0.64,1.0,0.67,0.06,0.56,0.58,0.05,0.53,0.2
fityk.csv,0.63,0.93,0.41,0.72,0.16,0.55,0.07,0.0,0.98,0.09,0.52,0.21
hatari.csv,1.0,0.85,0.42,0.8,0.32,0.64,0.15,0.62,0.68,0.07,0.55,0.25
lmms.csv,0.56,0.82,0.5,0.99,0.29,0.61,0.18,0.71,0.66,0.06,0.35,0.19
mecat.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
nullc.csv,0.44,1.0,0.34,0.66,0.27,0.68,0.09,0.59,0.67,0.07,0.29,0.27
oscarmcmaster.csv,0.5,1.0,0.53,0.79,0.27,0.86,0.25,0.65,1.0,0.12,0.46,0.98
superwaba.csv,0.62,0.88,1.0,0.73,0.3,0.67,0.22,0.71,0.72,0.06,0.7,0.24
tycho.csv,0.5,0.89,0.45,0.76,0.33,0.6,0.17,0.97,0.79,0.06,0.63,0.27
vienna-add-in.csv,0.45,0.82,0.44,0.65,0.27,0.99,0.12,0.56,0.67,0.05,0.55,0.25
voms.csv,0.35,0.86,0.5,0.71,0.5,0.55,1.0,0.64,0.5,0.0,0.78,0.19
wsmt.csv,0.35,0.71,0.3,0.82,0.4,0.68,0.25,0.88,0.0,0.0,0.92,0.22
