,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.95,0.95,0.67,0.73,0.09,0.73,0.92,0.86,0.82,0.72,0.72,0.73
fityk.csv,0.62,0.73,0.63,0.58,0.89,0.86,0.89,1.0,0.05,0.52,0.75,0.7
hatari.csv,0.07,0.71,0.61,0.52,0.62,0.77,0.6,0.69,0.73,0.7,0.75,0.63
lmms.csv,0.54,0.73,0.84,0.03,0.67,0.81,0.7,0.52,0.92,0.63,0.91,0.78
mecat.csv,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.98
nullc.csv,0.92,0.02,0.88,0.82,0.98,0.77,0.88,0.86,1.0,0.65,0.95,0.6
oscarmcmaster.csv,0.73,0.82,0.53,0.86,0.87,0.86,0.78,0.64,0.98,0.68,0.85,0.04
superwaba.csv,0.54,0.54,0.02,0.61,0.65,0.72,0.59,0.52,0.63,0.75,0.45,0.65
tycho.csv,0.63,0.68,0.56,0.56,0.6,0.82,0.58,0.04,0.48,0.64,0.57,0.63
vienna-add-in.csv,1.0,1.0,0.6,0.93,1.0,0.03,1.0,0.9,0.91,0.95,0.72,0.63
voms.csv,0.84,0.88,0.75,0.91,0.95,0.94,0.11,0.81,0.98,1.0,0.8,0.87
wsmt.csv,0.85,0.89,0.79,0.87,0.82,0.76,0.89,0.8,1.0,1.0,0.12,0.81
