,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.6,0.61,0.42,0.58,0.95,0.48,0.08,0.69,0.41,0.09,0.51,0.27
fityk.csv,0.5,0.43,0.51,0.67,0.17,0.37,0.1,0.0,0.98,0.16,0.56,0.29
hatari.csv,0.96,0.49,0.53,0.64,0.44,0.6,0.25,0.46,0.45,0.12,0.4,0.35
lmms.csv,0.59,0.72,0.24,0.98,0.39,0.38,0.23,0.63,0.76,0.11,0.25,0.23
mecat.csv,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04
nullc.csv,0.59,0.99,0.47,0.75,0.42,0.72,0.16,0.74,0.8,0.13,0.19,0.36
oscarmcmaster.csv,0.38,0.31,0.53,0.24,0.18,0.25,0.24,0.52,0.04,0.18,0.49,0.97
superwaba.csv,0.57,0.71,0.99,0.58,0.39,0.53,0.3,0.63,0.61,0.12,0.75,0.34
tycho.csv,0.52,0.49,0.55,0.63,0.41,0.51,0.26,0.99,0.77,0.11,0.63,0.34
vienna-add-in.csv,0.62,0.9,0.59,0.78,0.42,0.98,0.21,0.7,0.78,0.1,0.6,0.36
voms.csv,0.29,0.21,0.34,0.16,0.08,0.13,0.94,0.3,0.04,0.0,0.32,0.17
wsmt.csv,0.26,0.42,0.33,0.23,0.25,0.42,0.15,0.33,0.0,0.0,0.93,0.22
