,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.25,0.4,0.59,0.5,0.51,0.21,0.5,0.37,0.26,0.71,0.12,0.65,0.73
freewrl.csv,0.75,0.91,0.95,0.79,0.91,0.33,0.71,0.79,0.67,0.83,0.24,0.68,0.93
fulguro.csv,0.5,0.36,0.0,0.55,0.42,0.42,0.0,0.39,0.79,0.57,0.98,0.27,0.0
google-web-toolkit.csv,0.33,0.16,0.32,0.9,0.27,0.17,0.42,0.45,0.26,0.79,0.61,0.29,0.56
jcache.csv,0.71,0.98,0.74,0.55,0.99,0.88,0.63,0.88,0.44,0.19,0.2,1.0,0.7
jstock.csv,0.29,0.07,0.15,0.12,0.43,0.46,0.35,0.38,0.28,0.14,0.15,0.51,0.14
mimosa.csv,0.79,1.0,0.86,0.21,0.91,0.83,0.81,0.9,0.79,0.5,0.29,0.94,0.7
miranda.csv,0.12,0.18,0.02,0.0,0.01,0.0,0.03,0.38,0.02,0.19,0.12,0.56,0.45
ns-3-dev-def-routing.csv,0.25,0.95,0.95,0.76,0.6,0.12,0.46,0.33,0.26,0.61,0.66,0.72,0.79
ossbuild.csv,0.29,0.8,0.16,0.1,0.61,0.67,0.48,0.43,0.12,0.09,0.0,0.91,0.44
qtractor.csv,0.25,0.78,0.99,0.24,0.73,0.0,0.46,0.44,0.23,0.3,0.17,0.84,0.62
quarkplayer.csv,0.29,0.31,0.48,0.43,0.27,0.04,0.2,0.25,0.16,0.19,0.71,0.15,0.11
synergyspace.csv,0.29,0.8,0.5,0.19,0.58,0.17,0.6,0.46,0.44,0.26,0.73,0.14,0.05
