,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.5,0.51,0.36,0.52,0.43,0.69,0.42,0.46,0.67,0.48,0.69,0.47,0.33
freewrl.csv,0.4,0.44,0.42,0.38,0.4,0.33,0.39,0.38,0.32,0.43,0.37,0.53,0.34
fulguro.csv,0.72,0.97,0.0,0.45,0.8,0.48,0.67,0.85,0.37,0.47,0.52,0.8,0.0
google-web-toolkit.csv,0.5,0.96,0.62,0.4,0.78,0.8,0.49,0.48,0.71,0.51,0.48,0.72,0.4
jcache.csv,0.4,0.46,0.5,0.38,0.41,0.34,0.38,0.41,0.4,0.68,0.4,0.42,0.38
jstock.csv,0.43,0.89,0.91,0.67,0.49,0.32,0.52,0.41,0.5,0.9,0.52,0.46,0.67
mimosa.csv,0.44,0.45,0.45,0.56,0.44,0.35,0.43,0.43,0.34,0.51,0.42,0.44,0.45
miranda.csv,0.58,0.65,0.83,0.0,0.5,0.0,0.95,0.71,0.0,0.79,0.58,0.47,0.37
ns-3-dev-def-routing.csv,0.67,0.47,0.43,0.4,0.54,0.83,0.57,0.58,0.8,0.57,0.74,0.56,0.38
ossbuild.csv,0.6,0.58,0.98,0.91,0.55,0.47,0.59,0.61,0.9,0.93,0.9,0.46,0.51
qtractor.csv,0.5,0.48,0.41,0.49,0.42,0.0,0.44,0.45,0.5,0.5,0.42,0.41,0.37
quarkplayer.csv,0.91,0.9,0.68,0.63,0.98,0.0,0.99,0.87,0.86,0.97,0.81,0.93,0.98
synergyspace.csv,0.93,0.6,0.7,0.67,0.65,0.83,0.48,0.77,0.52,0.79,0.76,0.92,0.95
