,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.67,0.75,0.06,0.32,0.05,0.62,0.61,0.43,0.27,0.18,0.62,0.11,0.69
freewrl.csv,0.6,0.63,0.13,0.41,0.06,0.73,0.62,0.41,0.29,0.18,0.74,0.16,0.67
fulguro.csv,0.52,0.33,0.0,0.62,0.04,0.57,1.0,0.4,0.26,0.29,0.45,0.16,0.0
google-web-toolkit.csv,0.67,0.61,0.09,0.42,0.14,0.6,0.7,0.45,0.35,0.23,0.55,0.21,0.7
jcache.csv,0.62,0.61,0.13,0.52,0.07,0.52,0.63,0.41,0.37,0.24,0.81,0.1,0.69
jstock.csv,0.67,0.79,0.03,0.76,0.11,0.61,0.64,0.48,0.5,0.3,0.82,0.13,0.8
mimosa.csv,0.58,0.61,0.14,0.77,0.06,0.53,0.56,0.39,0.28,0.32,0.67,0.1,0.65
miranda.csv,0.84,0.75,0.17,1.0,0.0,0.0,0.8,0.4,0.0,0.21,0.74,0.1,0.77
ns-3-dev-def-routing.csv,0.6,0.61,0.13,0.48,0.08,0.5,0.61,0.54,0.27,0.24,0.37,0.08,0.68
ossbuild.csv,0.72,0.56,0.4,0.64,0.06,0.5,0.58,0.51,0.5,0.36,1.0,0.11,0.73
qtractor.csv,0.79,0.62,0.12,0.73,0.07,0.0,0.6,0.53,0.38,0.25,0.71,0.12,0.72
quarkplayer.csv,0.36,0.43,0.1,0.58,0.16,0.0,0.61,0.4,0.0,0.34,0.31,0.14,0.72
synergyspace.csv,0.5,0.55,0.17,0.76,0.08,0.33,0.56,0.36,0.24,0.38,0.33,0.08,0.73
