,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.52,0.76,0.11,0.29,0.08,0.4,0.59,0.43,0.29,0.28,0.34,0.18,0.75
freewrl.csv,0.74,0.76,0.22,0.49,0.12,0.77,0.7,0.56,0.44,0.28,0.78,0.27,0.79
fulguro.csv,0.49,0.17,0.0,0.76,0.07,0.52,0.03,0.39,0.41,0.43,0.62,0.22,0.0
google-web-toolkit.csv,0.62,0.25,0.13,0.52,0.23,0.32,0.69,0.51,0.4,0.36,0.69,0.3,0.69
jcache.csv,0.77,0.75,0.22,0.58,0.12,0.65,0.69,0.57,0.51,0.24,0.89,0.18,0.74
jstock.csv,0.57,0.28,0.03,0.54,0.18,0.62,0.52,0.51,0.65,0.26,0.81,0.21,0.42
mimosa.csv,0.71,0.75,0.25,0.78,0.11,0.66,0.64,0.55,0.43,0.46,0.69,0.17,0.66
miranda.csv,0.68,0.47,0.05,0.05,0.0,0.0,0.14,0.4,0.0,0.2,0.53,0.17,0.77
ns-3-dev-def-routing.csv,0.42,0.74,0.22,0.6,0.14,0.18,0.56,0.57,0.29,0.36,0.42,0.14,0.77
ossbuild.csv,0.68,0.59,0.52,0.29,0.11,0.54,0.52,0.59,0.43,0.25,0.45,0.2,0.67
qtractor.csv,0.79,0.7,0.22,0.72,0.13,0.0,0.53,0.62,0.41,0.3,0.59,0.21,0.77
quarkplayer.csv,0.21,0.22,0.16,0.62,0.26,0.0,0.33,0.31,0.0,0.36,0.34,0.16,0.25
synergyspace.csv,0.33,0.57,0.28,0.7,0.15,0.12,0.55,0.38,0.32,0.47,0.38,0.09,0.13
