,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.62,0.47,0.93,0.89,0.81,0.73,0.66,0.68,0.74,0.81,0.77,0.79,0.75
freewrl.csv,0.75,0.91,0.95,0.88,0.92,0.38,0.73,0.8,0.68,0.89,0.3,0.69,0.93
fulguro.csv,0.73,0.96,1.0,0.55,0.84,0.67,0.99,0.72,0.79,0.58,0.98,0.69,1.0
google-web-toolkit.csv,0.54,0.86,0.84,0.95,0.45,0.8,0.53,0.62,0.6,0.8,0.62,0.54,0.64
jcache.csv,0.71,0.98,0.79,0.65,0.99,0.89,0.68,0.88,0.47,0.79,0.2,1.02,0.73
jstock.csv,0.58,0.83,0.98,0.59,0.51,0.59,0.66,0.6,0.29,0.78,0.25,0.68,0.73
mimosa.csv,0.79,1.0,0.86,0.3,0.93,0.85,0.85,0.9,0.79,0.51,0.41,0.98,0.77
miranda.csv,0.45,0.68,0.97,0.97,1.0,1.0,0.92,0.72,1.0,0.83,0.6,0.78,0.5
ns-3-dev-def-routing.csv,0.72,0.95,0.95,0.79,0.66,0.9,0.67,0.52,0.74,0.67,0.84,0.9,0.8
ossbuild.csv,0.46,0.88,0.3,0.82,0.76,0.78,0.71,0.53,0.63,0.81,0.71,0.93,0.59
qtractor.csv,0.33,0.81,0.99,0.37,0.76,1.0,0.69,0.5,0.59,0.68,0.53,0.85,0.64
quarkplayer.csv,0.91,0.91,0.79,0.55,0.38,1.0,0.8,0.79,1.01,0.64,0.94,0.83,0.86
synergyspace.csv,0.8,0.89,0.58,0.39,0.64,0.94,0.75,0.75,0.7,0.46,0.92,0.92,0.93
