,knowledge.csv,pentahoanalysistool.csv,betoffice.csv,ifmo-game-1.csv,voms.csv,sumatrapdf.csv,projecteqemu.csv
betoffice.csv,0.89,0.14,0.55,0.07,0.07,0.3,0.46
ifmo-game-1.csv,1.0,0.5,0.57,0.26,0.0,0.29,1.0
knowledge.csv,1.0,0.33,0.51,0.09,0.16,0.41,0.49
pentahoanalysistool.csv,1.0,0.54,0.5,0.05,0.12,0.25,0.36
projecteqemu.csv,0.96,0.35,0.5,0.15,0.0,0.67,0.69
sumatrapdf.csv,0.94,0.33,0.51,0.08,0.07,0.67,0.48
voms.csv,0.98,0.39,0.33,0.12,0.44,0.73,0.61
