,quarkplusplus.csv,multitude.csv,ngl.csv,qmmp.csv
multitude.csv,0.35,0.52,0.47,0.53
ngl.csv,0.54,0.54,0.56,0.62
qmmp.csv,0.39,0.56,0.51,0.54
quarkplusplus.csv,0.68,0.65,0.64,0.91
