,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.56,0.82,0.76,0.85,0.64,0.8,0.73,0.96,0.81,0.45,0.24,0.88,0.75,0.64,0.91,1.0,0.69,0.93
beast-mcmc.csv,0.35,0.52,0.87,0.57,0.68,0.69,0.6,0.73,0.68,0.56,0.84,0.85,0.93,0.84,0.63,0.63,0.82,0.55
cuberok.csv,0.56,0.66,0.77,0.71,0.69,0.71,0.76,0.36,0.55,0.7,0.69,0.85,0.69,0.68,0.82,0.86,0.77,0.56
exist.csv,0.84,1.0,0.89,0.96,0.64,0.97,1.0,0.89,0.99,1.0,0.97,0.9,0.34,0.92,0.89,0.96,0.84,1.0
ingex.csv,0.69,0.76,0.52,0.63,0.45,0.72,0.67,0.7,0.69,0.89,0.65,0.67,0.65,0.67,0.54,0.51,0.76,0.77
javaprofiler.csv,0.57,0.67,0.8,0.98,0.68,0.74,0.77,0.7,0.7,0.54,0.77,0.97,0.99,0.73,0.74,0.91,0.79,0.31
jbasic.csv,0.72,0.6,0.89,0.6,0.74,0.69,0.73,0.61,0.65,0.45,0.88,0.73,0.92,0.86,0.92,0.69,1.0,0.62
jgnash.csv,0.65,0.61,0.66,0.5,0.69,0.62,0.67,0.75,0.42,0.81,0.77,0.61,0.59,0.56,0.74,0.68,0.7,0.65
jrefactory.csv,0.91,0.8,0.48,0.87,0.87,0.87,0.78,0.78,0.83,0.75,0.8,0.71,0.91,0.67,0.76,0.73,0.79,0.79
jsecurity.csv,0.72,0.46,0.83,0.37,0.8,0.7,0.66,0.81,0.75,0.89,0.89,0.83,0.49,0.7,0.8,0.62,0.75,0.75
libopenmetaverse.csv,1.0,0.99,0.97,1.0,0.95,0.51,1.0,0.9,0.99,1.0,0.76,0.87,0.76,0.99,1.0,0.89,1.03,1.0
mobicents.csv,0.51,0.58,0.73,0.53,0.49,0.93,0.46,0.7,0.51,0.73,0.51,0.8,0.77,0.67,0.66,0.91,0.68,0.69
mp-rechnungs-und-kundenverwaltung.csv,0.82,0.64,0.81,0.73,0.56,0.84,0.58,0.6,0.56,0.82,0.53,0.75,0.87,0.48,0.89,0.51,0.82,0.59
openefm.csv,0.77,0.41,0.98,0.69,0.73,0.68,0.82,0.72,0.66,0.86,0.34,0.83,0.7,0.7,0.52,0.56,0.7,0.75
power-architect.csv,0.86,0.77,0.92,0.67,0.77,0.95,0.87,1.0,0.88,0.81,0.81,0.97,0.94,0.9,1.0,0.95,0.3,0.96
sidekar.csv,1.0,0.72,1.0,0.97,0.28,1.0,1.0,0.63,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84
wheat.csv,0.65,0.67,0.9,0.55,0.61,0.84,0.7,0.61,0.68,0.73,0.57,0.73,0.88,0.76,0.41,0.65,0.6,0.87
yarp0.csv,0.91,0.65,0.81,0.65,0.59,0.8,0.64,0.83,0.96,0.91,0.29,0.46,0.59,0.8,0.7,0.64,0.89,0.91
