,recall,precision,pf,wins
blogentis.csv,0.53,0.21,0.5800000000000001,1
cme.csv,0.0,0.0,0.005,0
free-evolution.csv,0.77,0.305,0.615,7
gtad.csv,0.255,0.345,0.165,16
gusanos.csv,0.69,0.25,0.425,9
kaffeine.csv,0.91,0.28500000000000003,0.745,5
lcfizvtop.csv,0.69,0.33,0.43,15
m-a-d-n-e-s-s.csv,0.28,0.36,0.115,19
m-m-m.csv,0.75,0.25,0.665,3
mediaportal.csv,0.19,0.38,0.095,18
mvnforum.csv,0.35,0.25,0.36,4
myfaces.csv,0.575,0.29,0.37,12
nh3d.csv,1.0,0.275,1.0,2
ogrehg.csv,0.66,0.29000000000000004,0.44,11
pnotepad.csv,0.86,0.28500000000000003,0.65,6
pydev.csv,0.475,0.31,0.275,14
sarasvati.csv,0.345,0.27,0.245,8
taokgame.csv,0.18,0.33499999999999996,0.095,17
tokratan.csv,0.67,0.31,0.44999999999999996,13
wgs-assembler.csv,0.65,0.295,0.46499999999999997,10
